AtcoCode,CommonName,Street,stop_category,StopType,Latitude,Longitude,Easting,Northing,AdministrativeAreaRef,Status
8240DB006365,Lanesborough Avenue,Jamestown Road,Bus stop,BCT,53.404383,-6.291651,713594,740720,824,active
8240DB006366,Century Business Park,Charlestown,Bus stop,BCT,53.402651,-6.301346,712954,740512,824,active
8240DB007115,Nevinstown Lane,Airside Retail Park,Bus stop,BCT,53.444976,-6.227139,717771,745341,824,active
8240DB007022,Saint Margaret's,St. Margaret's,Bus stop,BCT,53.430033,-6.301007,712904,743559,824,active
8240DB007023,Saint Margaret's,St. Margaret's,Bus stop,BCT,53.430868,-6.300973,712904,743652,824,active
8240DB007156,Allendale Square,Grange Road,Bus stop,BCT,53.38888,-6.430532,704398,738783,824,active
8240DB007134,Rathbeale Cottages,Rathbeale Road,Bus stop,BCT,53.472152,-6.251872,716054,748324,824,active
8240DB007145,Rathbeale Cottages,Rathbeale Road,Bus stop,BCT,53.472173,-6.25151,716078,748327,824,active
8240DB007135,Lispopple,Rathbeale Road,Bus stop,BCT,53.482815,-6.288124,713619,749452,824,active
8240DB007136,Oakhill,Rolestown - R125,Bus stop,BCT,53.487439,-6.296,713084,749954,824,active
8240DB007144,Oakhill,Rolestown - R125,Bus stop,BCT,53.487408,-6.293771,713232,749954,824,active
8240DB001836,Aquatic Centre,Corduff Estate,Bus stop,BCT,53.398012,-6.371533,708299,739887,824,active
8240DB001818,Aquatic Centre,Corduff Estate,Bus stop,BCT,53.397563,-6.372257,708252,739836,824,active
8240DB001837,Corduff Crescent,Corduff Estate,Bus stop,BCT,53.395841,-6.375134,708065,739640,824,active
8240DB001833,Blackcourt Road,Blackcourt Road,Bus stop,BCT,53.399177,-6.38385,707477,739998,824,active
8240DB001828,Lady's Well Road,Lady's Well Road,Bus stop,BCT,53.407026,-6.398007,706516,740850,824,active
8240DB001829,Parslickstown Ave,Lady's Well Road,Bus stop,BCT,53.4061988,-6.3953456,706695,740762,824,active
8240DB001826,Lady's Well Road,Lady's Well Road,Bus stop,BCT,53.405908,-6.395086,706713,740730,824,active
8240DB001825,Church Road,Old Navan Road,Bus stop,BCT,53.401765,-6.395813,706675,740268,824,active
8240DB001830,Church Road,Old Navan Road,Bus stop,BCT,53.402206,-6.396489,706629,740316,824,active
8240DB001824,Saddlers Avenue,Old Navan Road,Bus stop,BCT,53.400796,-6.39391,706804,740163,824,active
8240DB001831,Coolmine Cottages,Old Navan Road,Bus stop,BCT,53.400701,-6.393582,706826,740153,824,active
8240DB001808,Morgan Place,Navan Road,Bus stop,BCT,53.379242,-6.354227,709498,737825,824,active
8240DB001845,Morgan Place,Navan Road,Bus stop,BCT,53.379023,-6.352717,709599,737803,824,active
8240DB001849,Park Lodge,Castleknock Road,Bus stop,BCT,53.380792,-6.369605,708471,737974,824,active
8240DB001850,Whitestown Park,Huntstown Road,Bus stop,BCT,53.397748,-6.399167,706462,739816,824,active
8240DB001884,Porters Road,Coolmine Estate,Bus stop,BCT,53.385535,-6.395957,706706,738462,824,active
8240DB001844,Coolmine Fire Stn,Coolmine Estate,Bus stop,BCT,53.385411,-6.396113,706696,738448,824,active
8240DB001838,Waterville Road,Snugborough Road,Bus stop,BCT,53.3960111,-6.3737596,708156,739661,824,active
8240DB001814,Ramor Park,Blanchardstown Main,Bus stop,BCT,53.3875618,-6.3789979,707829,738713,824,active
8240DB001840,Blanchardstown Vlge,Blanchardstown Main,Bus stop,BCT,53.387961,-6.379283,707809,738757,824,active
8240DB001841,Church Road,Blanchardstown Main,Bus stop,BCT,53.386121,-6.37552,708064,738558,824,active
8240DB001842,Old Navan Road,Blanchardstown Main,Bus stop,BCT,53.3849679,-6.3713392,708345,738436,824,active
8240DB001813,Blanchardstown Vlge,Blanchardstown Main,Bus stop,BCT,53.38568,-6.374108,708159,738511,824,active
8240DB001827,Parslickstown Ave,Lady's Well Road,Bus stop,BCT,53.407042,-6.398563,706479,740851,824,active
8240DB001693,Castleknock Gate,Castleknock Road,Bus stop,BCT,53.370463,-6.343985,710202,736864,824,active
8240DB001669,Castleknock Gate,Castleknock Road,Bus stop,BCT,53.370232,-6.344851,710145,736837,824,active
8240DB001719,Damastown Close,Damestown Way,Bus stop,BCT,53.408879,-6.408256,705830,741041,824,active
8240DB001822,St Patrick's Church,Blackcourt Road,Bus stop,BCT,53.399653,-6.377832,707876,740060,824,active
8240DB002289,Blackcourt Road,Blackcourt Road,Bus stop,BCT,53.401123,-6.374918,708066,740228,824,active
8240DB001820,Corduff Grove,Blackcourt Road,Bus stop,BCT,53.401081,-6.375115,708053,740223,824,active
8240DB001816,Waterville Row,Snugborough Road,Bus stop,BCT,53.39309,-6.378382,707856,739329,824,active
8240DB001817,Corduff Crescent,Corduff Estate,Bus stop,BCT,53.396053,-6.374856,708083,739664,824,active
8240DB001819,Corduff,Corduff Estate,Bus stop,BCT,53.399633,-6.374403,708104,740063,824,active
8240DB001876,Hartstown Comm Sch,Hartstown Road,Bus stop,BCT,53.396436,-6.416735,705297,739644,824,active
8240DB001877,St Ciaran's Church,Hartstown Road,Bus stop,BCT,53.393422,-6.418531,705185,739306,824,active
8240DB001878,Oakview,Hartstown Road,Bus stop,BCT,53.39118,-6.415562,705388,739061,824,active
8240DB001879,Blakestown Cross,Hartstown Road,Bus stop,BCT,53.391173,-6.409578,705786,739069,824,active
8240DB001875,Pinebrook Vale,Huntstown Way,Bus stop,BCT,53.398267,-6.415163,705397,739850,824,active
8240DB001871,Huntstown Way,Huntstown Way,Bus stop,BCT,53.39965,-6.402284,706250,740023,824,active
8240DB001872,Huntstown Road,Huntstown Way,Bus stop,BCT,53.400779,-6.406107,705993,740143,824,active
8240DB001873,Sacred Heart Church,Huntstown Way,Bus stop,BCT,53.4017062,-6.410223,705717,740240,824,active
8240DB001863,Huntstown Green,Huntstown Way,Bus stop,BCT,53.400615,-6.413347,705512,740114,824,active
8240DB001874,Huntstown Court,Huntstown Way,Bus stop,BCT,53.4002318,-6.4135714,705498,740071,824,active
8240DB001888,Lambourn,Clonsilla Road,Bus stop,BCT,53.383173,-6.412252,705628,738175,824,active
8240DB001896,Lambourn,Clonsilla Road,Bus stop,BCT,53.383356,-6.413793,705525,738193,824,active
8240DB001889,Castlefield Court,Clonsilla Road,Bus stop,BCT,53.383417,-6.417038,705309,738195,824,active
8240DB001895,Clonsilla Road,Clonsilla Road,Bus stop,BCT,53.383526,-6.417154,705301,738207,824,active
8240DB001890,Clonsilla Station,Clonsilla Road,Bus stop,BCT,53.383537,-6.422024,704977,738201,824,active
8240DB001880,Mount View Road,Mount View Road,Bus stop,BCT,53.391225,-6.407456,705927,739078,824,active
8240DB001883,Scoil Oilibheir,Coolmine Estate,Bus stop,BCT,53.385745,-6.398205,706556,738482,824,active
8240DB001870,Scoil Mhuire NS,Whitestown Park,Bus stop,BCT,53.398057,-6.399412,706445,739850,824,active
8240DB001881,Fortlawn Drive,Mount View Road,Bus stop,BCT,53.390524,-6.402716,706244,739007,824,active
8240DB001856,Mountview Road,Mount View Road,Bus stop,BCT,53.390348,-6.402332,706270,738988,824,active
8240DB001857,Mountview Church,Mount View Road,Bus stop,BCT,53.391122,-6.407791,705905,739066,824,active
8240DB001858,Hartstown Road,Hartstown Road,Bus stop,BCT,53.390882,-6.410657,705715,739035,824,active
8240DB001859,Willow Wood,Hartstown Road,Bus stop,BCT,53.391036,-6.415492,705393,739045,824,active
8240DB001852,Clonsilla Road,Clonsilla Road,Bus stop,BCT,53.387406,-6.383439,707534,738689,824,active
8240DB001853,Coolmine Woods,Clonsilla Road,Bus stop,BCT,53.384628,-6.38864,707195,738372,824,active
8240DB001854,Orchard Court,Clonsilla Road,Bus stop,BCT,53.383584,-6.391942,706978,738251,824,active
8240DB001865,Ashfield Gardens,Huntstown Way,Bus stop,BCT,53.4010446,-6.4064428,705970,740172,824,active
8240DB001866,Ashfield Park,Huntstown Way,Bus stop,BCT,53.3999,-6.402816,706214,740050,824,active
8240DB001864,Sacred Heart Church,Huntstown Way,Bus stop,BCT,53.401816,-6.410369,705707,740252,824,active
8240DB001860,St Ciaran's Church,Hartstown Road,Bus stop,BCT,53.393299,-6.418761,705170,739292,824,active
8240DB001861,Hartstown Comm Sch,Hartstown Road,Bus stop,BCT,53.39675,-6.416663,705301,739679,824,active
8240DB001862,Pinebrook Vale,Huntstown Way,Bus stop,BCT,53.398616,-6.415075,705402,739889,824,active
8240DB001551,Balseskin,St. Margaret's Road,Bus stop,BCT,53.4097,-6.30466,712715,741291,824,active
8240DB001556,Balseskin,St. Margaret's Road,Bus stop,BCT,53.409528,-6.303915,712765,741273,824,active
8240DB001552,Airport Logistics Park,St. Margaret's Road,Bus stop,BCT,53.419117,-6.307024,712533,742335,824,active
8240DB001553,Dunsoghly Lane,The Ward Road,Bus stop,BCT,53.425213,-6.305277,712633,743016,824,active
8240DB001554,Dunsoghly Lane,St. Margaret's Road,Bus stop,BCT,53.424844,-6.305216,712638,742975,824,active
8240DB001550,Meakstown Cottages,St. Margaret's Road,Bus stop,BCT,53.40755,-6.300745,712981,741058,824,active
8240DB001557,Meakstown Cottages,St. Margaret's Road,Bus stop,BCT,53.407721,-6.300708,712983,741077,824,active
8240DB001217,Balgriffin Cottages,Malahide Road,Bus stop,BCT,53.408202,-6.177947,721143,741332,824,active
8240DB001206,Balgriffin Cottages,Malahide Road,Bus stop,BCT,53.408106,-6.178102,721133,741321,824,active
8240DB001517,Oaktree Avenue,Laurel Lodge Road,Bus stop,BCT,53.37743,-6.379503,707821,737585,824,active
8240DB001684,Oaktree Avenue,Laurel Lodge Road,Bus stop,BCT,53.377629,-6.379556,707817,737607,824,active
8240DB001545,Westend Office Park,Navan Road,Bus stop,BCT,53.3927566,-6.3842886,707464,739283,824,active
8240DB001546,Tyrrelstown,Tyrrelstown,Bus stop,BCT,53.419345,-6.382498,707516,742244,824,active
8240DB001580,Cappagh Cross,Cappagh Road,Bus stop,BCT,53.3979032,-6.3343332,710773,739932,824,active
8240DB001581,Cappagh Cross,Cappagh Road,Bus stop,BCT,53.398068,-6.3339056,710801,739951,824,active
8240DB007163,Allendale Square,Hansfield Road,Bus stop,BCT,53.389023,-6.430466,704402,738799,824,active
8240DB007166,Navan Road Station,Navan Road,Bus stop,BCT,53.377094,-6.345787,710065,737599,824,active
8240DB007158,Delhurst,Ongar,Bus stop,BCT,53.39192,-6.438223,703879,739110,824,active
8240DB007161,Delhurst,Ongar,Bus stop,BCT,53.392063,-6.438173,703882,739126,824,active
8240DB007162,Hansfield Road,Ongar,Bus stop,BCT,53.391281,-6.433405,704201,739046,824,active
8240DB007157,Annaly Grove,Ongar Road,Bus stop,BCT,53.3911207,-6.4335014,704195,739028,824,active
8240DB007159,Ongar Square,Ongar,Bus stop,BCT,53.3965983,-6.4427436,703567,739624,824,active
8240DB007160,Ongar Square,Ongar,Bus stop,BCT,53.396578,-6.442534,703581,739622,824,active
8240DB007107,Ballentree Avenue,Tyrrelstown,Bus stop,BCT,53.417047,-6.386031,707287,741983,824,active
8240DB007505,Ballentree Avenue,,Bus stop,BCT,53.417579,-6.386131,707279,742042,824,active
8240DB007111,Lanesborough View,Jamestown Road,Bus stop,BCT,53.401991,-6.291597,713604,740454,824,active
8240DB007099,Mount Garrett,Tyrrelstown,Bus stop,BCT,53.421782,-6.391223,706930,742502,824,active
8240DB007104,Mount Garrett,Tyrrelstown,Bus stop,BCT,53.421917,-6.391188,706932,742517,824,active
8240DB007100,Rathmore Crescent,Tyrrelstown,Bus stop,BCT,53.419759,-6.391811,706896,742276,824,active
8240DB007103,Cruise Park,Tyrrelstown,Bus stop,BCT,53.41983,-6.393117,706809,742282,824,active
8240DB007124,Ballycoolin Bus Pk,Ballycoolin Road,Bus stop,BCT,53.408434,-6.358154,709162,741067,824,active
8240DB007125,Ballycoolin Bus Pk,Ballycoolin Road,Bus stop,BCT,53.408242,-6.35789,709180,741046,824,active
8240DB007126,IDA Ireland,Ballycoolin Road,Bus stop,BCT,53.405877,-6.356477,709280,740785,824,active
8240DB007344,IDA Ireland,Ballycoolin Road,Bus stop,BCT,53.404689,-6.357696,709202,740651,824,active
8240DB007132,Charlestown Shopping Centre,Charlestown Link Road,Bus stop,BCT,53.403089,-6.304307,712756,740556,824,active
8240DB007131,Charlestown SC,Charlestown Link Road,Bus stop,BCT,53.402952,-6.304117,712769,740541,824,active
8240DB007114,Seatown Road,Seatown Road,Bus stop,BCT,53.4602431,-6.216051,718465,747058,824,active
8240DB007116,Swords Park,Swords Bypass,Bus stop,BCT,53.456828,-6.212459,718713,746684,824,active
8240DB006048,Peter & Paul Church,Dublin Street,Bus stop,BCT,53.604501,-6.184468,720153,763161,824,active
8240DB006050,Lissenhall Green,Drogheda Road,Bus stop,BCT,53.481054,-6.202521,719305,749396,824,active
8240DB006051,Torcaill,Blackwood Lane,Bus stop,BCT,53.434757,-6.137994,723722,744355,824,active
8240DB006052,Torcaill,Blackwood Lane,Bus stop,BCT,53.434833,-6.137659,723744,744364,824,active
8240DB006039,Waterville Terrace,Waterville Terrace,Bus stop,BCT,53.391562,-6.3757335,708036,739163,824,active
8240DB006009,Hazelwood,Santry Avenue,Bus stop,BCT,53.40011,-6.257218,715895,740300,824,active
8240DB006055,Waterside,Malahide Road,Bus stop,BCT,53.452915,-6.197867,719693,746273,824,active
8240DB006010,Waterside,Malahide Road,Bus stop,BCT,53.452877,-6.198366,719660,746268,824,active
8240DB006015,Cherry Park,Rathingle Road,Bus stop,BCT,53.448336,-6.238577,717002,745696,824,active
8240DB003089,Cherry Avenue,Rathingle Road,Bus stop,BCT,53.448965,-6.239786,716920,745764,824,active
8240DB006033,Cherry Park,Rathingle Road,Bus stop,BCT,53.447825,-6.238071,717037,745640,824,active
8240DB000733,Forest View,Rathingle Road,Bus stop,BCT,53.449433,-6.240474,716873,745815,824,active
8240DB006076,Skerries GAA Club,Dublin Road,Bus stop,BCT,53.5774603,-6.112185,725016,760277,824,active
8240DB007292,Skerries GAA Club,Thomas Hand Street,Bus stop,BCT,53.577534,-6.112318,725007,760285,824,active
8240DB006077,Skerries Station,Town Parks Road,Bus stop,BCT,53.575902,-6.118839,724580,760092,824,active
8240DB003589,Biscayne Estate,,Bus stop,BCT,53.446084,-6.132349,724064,745625,824,active
8240DB006088,Shelerin Road,Shelerin Road,Bus stop,BCT,53.38364,-6.409468,705812,738231,824,active
8240DB006053,Malahide Golf,Blackwood Lane,Bus stop,BCT,53.434119,-6.143214,723377,744275,824,active
8240DB006005,Plaza Apartments,Tyrrelstown,Bus stop,BCT,53.419943,-6.383454,707451,742309,824,active
8240DB005076,Brackenstown Ave,Rathbeale Road,Bus stop,BCT,53.461253,-6.228373,717644,747150,824,active
8240DB005079,Swords Pavilions,Dublin Road,Bus stop,BCT,53.453019,-6.215601,718515,746255,824,active
8240DB005074,Swords Pavilions,Swords Road,Bus stop,BCT,53.45315,-6.215972,718490,746269,824,active
8240DB005073,Pinnockhill,Swords Road,Bus stop,BCT,53.450639,-6.223545,717994,745977,824,active
8240DB005075,Rathbeale Road,Rathbeale Road,Bus stop,BCT,53.459663,-6.22359,717966,746981,824,active
8240DB005165,Willowbrook,Donabate,Bus stop,BCT,53.491377,-6.139387,723465,750652,824,active
8240DB005175,Batter Lane,Drogheda Road,Bus stop,BCT,53.489719,-6.196593,719674,750370,824,active
8240DB005176,Whitestown Cemetery,Rush Road,Bus stop,BCT,53.517855,-6.119225,724725,753633,824,active
8240DB005156,Industrial Estate,Grange Road,Bus stop,BCT,53.3974367,-6.146,723298,740189,824,active
8240DB005084,Drynam Court,Drynam Road,Bus stop,BCT,53.451995,-6.210856,718833,746149,824,active
8240DB005086,Milesian Court,Drynam Road,Bus stop,BCT,53.450486,-6.204926,719231,745991,824,active
8240DB003654,Feltrim Retail Park,Drynam Road,Bus stop,BCT,53.451049,-6.206499,719125,746051,824,active
8240DB005096,Rathbeale Road,Rathbeale Road,Bus stop,BCT,53.472634,-6.253554,715941,748375,824,active
8240DB006230,Meakstown Centre,Charlestown,Bus stop,BCT,53.401409,-6.296809,713259,740381,824,active
8240DB006229,Meakstown Centre,Charlestown,Bus stop,BCT,53.402046,-6.298618,713137,740449,824,active
8240DB006234,Horizon Logistics Park,Old Airport Road,Bus stop,BCT,53.418077,-6.277682,714486,742266,824,active
8240DB004974,Aquatic Centre,Snugboro Road,Bus stop,BCT,53.3989988,-6.3694199,708437,740000,824,active
8240DB006274,Aquatic Centre,Snugborough Road,Bus stop,BCT,53.3976784,-6.3714554,708305,739850,824,active
8240DB002294,Mill Road,Mill Road,Bus stop,BCT,53.390087,-6.370347,708398,739007,824,active
8240DB006179,Mill Road,Blanchardstown Hospital,Bus stop,BCT,53.389553,-6.3707733,708371,738947,824,active
8240DB006228,Melville Road,Charlestown,Bus stop,BCT,53.399831,-6.292631,713541,740212,824,active
8240DB006219,Melville Road,Charlestown,Bus stop,BCT,53.399836,-6.293037,713514,740212,824,active
8240DB006359,Seatown,Swords Road,Bus stop,BCT,53.462224,-6.213287,718643,747283,824,active
8240DB006364,Century Business Park,Charlestown (New Rd),Bus stop,BCT,53.402583,-6.301574,712939,740504,824,active
8240DB006348,Lanesborough Park,St. Margaret's Road,Bus stop,BCT,53.403502,-6.30241,712881,740605,824,active
8240DB007350,Lanesborough Park,St. Margaret's Road,Bus stop,BCT,53.403925,-6.301792,712921,740653,824,active
8240DB006310,Holywell Crescent,Holywell,Bus stop,BCT,53.443567,-6.211044,718844,745211,824,active
8240DB006312,Holywell Crescent,Holywell,Bus stop,BCT,53.443465,-6.21141,718820,745199,824,active
8240DB006110,Allendale Close,New Ongar Road,Bus stop,BCT,53.390698,-6.430059,704425,738986,824,active
8240DB006111,Allendale Close,New Ongar Road,Bus stop,BCT,53.390811,-6.429784,704443,738999,824,active
8240DB006112,Stonebridge Road,New Ongar Road,Bus stop,BCT,53.3892609,-6.4212713,705013,738839,824,active
8240DB006113,Lohunda Park,New Ongar Road,Bus stop,BCT,53.387523,-6.41218,705622,738659,824,active
8240DB006109,Stonebridge Road,New Ongar Road,Bus stop,BCT,53.389148,-6.421606,704991,738826,824,active
8240DB001638,Morton Stadium,Swords Road,Bus stop,BCT,53.401749,-6.242141,716893,740507,824,active
8240DB001625,Morton Stadium,Swords Road,Bus stop,BCT,53.401092,-6.243297,716818,740432,824,active
8240DB001555,Airport Logistics Park,St. Margaret's Road,Bus stop,BCT,53.418252,-6.306863,712546,742239,824,active
8240DB001216,Fingal Cemetery,Malahide Road,Bus stop,BCT,53.41033,-6.17859,721094,741568,824,active
8240DB001073,Chamley Park,Malahide Road,Bus stop,BCT,53.450693,-6.187045,720418,746044,824,active
8240DB001181,Lanesborough Road,St. Margaret's Road,Bus stop,BCT,53.405706,-6.300653,712992,740853,824,active
8240DB001182,Lanesborough Road,St. Margaret's Road,Bus stop,BCT,53.40562,-6.300927,712974,740843,824,active
8240DB001050,Seamount View,Malahide Road,Bus stop,BCT,53.453669,-6.206208,719137,746343,824,active
8240DB001039,Seamount View,Malahide Road,Bus stop,BCT,53.453539,-6.20531,719197,746330,824,active
8240DB001040,Ashley Drive,Malahide Road,Bus stop,BCT,53.454036,-6.212065,718747,746374,824,active
8240DB001041,Ashley Drive,Malahide Road,Bus stop,BCT,53.454058,-6.211763,718767,746377,824,active
8240DB001212,Kinsealy School,Malahide Road,Bus stop,BCT,53.42055,-6.17665,721194,742708,824,active
8240DB001213,Bohammer,Malahide Road,Bus stop,BCT,53.41753,-6.1776,721140,742370,824,active
8240DB001214,Saint Doulagh's Church,Malahide Road,Bus stop,BCT,53.415313,-6.17805,721116,742123,824,active
8240DB001215,Lime Hill House,Malahide Road,Bus stop,BCT,53.413394,-6.178944,721062,741908,824,active
8240DB001211,Kinsealy School,Malahide Road,Bus stop,BCT,53.421295,-6.176605,721195,742791,824,active
8240DB001207,Fingal Cemetery,Malahide Road,Bus stop,BCT,53.410726,-6.179013,721065,741611,824,active
8240DB001208,Saint Doulagh's Church,Malahide Road,Bus stop,BCT,53.414298,-6.17868,721077,742009,824,active
8240DB001209,Bohammer,Malahide Road,Bus stop,BCT,53.416957,-6.177979,721116,742306,824,active
8240DB001210,Posie Row,Malahide Road,Bus stop,BCT,53.419033,-6.177364,721151,742538,824,active
8240DB004520,Sycamore Drive,Carpenterstown Park,Bus stop,BCT,53.375335,-6.386707,707347,737341,824,active
8240DB001681,Sycamore Drive,Carpenterstown Park,Bus stop,BCT,53.375403,-6.385742,707411,737350,824,active
8240DB001682,Oaktree Green,Carpenterstown Avenue,Bus stop,BCT,53.376137,-6.382889,707599,737436,824,active
8240DB001683,Maple Glen,Carpenterstown Avenue,Bus stop,BCT,53.377477,-6.381621,707680,737587,824,active
8240DB001679,Oaktree Green,Carpenterstown Avenue,Bus stop,BCT,53.376036,-6.382742,707609,737425,824,active
8240DB001674,Hawthorn Lawn,Castleknock Road,Bus stop,BCT,53.377502,-6.366288,708700,737613,824,active
8240DB001675,Ashleigh Green,Castleknock Road,Bus stop,BCT,53.379355,-6.36775,708598,737817,824,active
8240DB001687,Ashleigh Green,Castleknock Road,Bus stop,BCT,53.379588,-6.367712,708600,737843,824,active
