AtcoCode,CommonName,Street,stop_category,StopType,Latitude,Longitude,Easting,Northing,AdministrativeAreaRef,Status
8230DB002528,Bohernabreena Road,Bohernabreena Road,Bus stop,BCT,53.266835,-6.359267,709450,725311,823,active
8230DB002530,Bohernabreena Road,Bohernabreena Road,Bus stop,BCT,53.267157,-6.35915,709457,725347,823,active
8230DB002527,Bohernabreena Cottages,Bohernabreena Road,Bus stop,BCT,53.270416,-6.356941,709596,725713,823,active
8230DB001146,St Colmcille's School,Scholarstown Road,Bus stop,BCT,53.279374,-6.314217,712422,726776,823,active
8230B5992601,Tallaght Hosp,,Bus stop,BCT,53.28935,-6.37381,708423,727794,823,active
8230DB007714,Aryzta,Grange Castle Business Park,Bus stop,BCT,53.32288,-6.45221,703115,731408,823,active
8230GD10385,Rathcoole,,Bus stop,BCT,53.28417,-6.46342,702461,727085,823,active
8230DB007509,Kilcarrig,,Bus stop,BCT,53.292951,-6.389993,707335,728170,823,active
8230DB001113,Glendale Park,Whitehall Road,Bus stop,BCT,53.308992,-6.3152,712279,730070,823,active
8230DB001114,Priory Walk,Whitehall Road,Bus stop,BCT,53.310344,-6.310806,712568,730227,823,active
8230DB001115,Whitehall Gardens,Whitehall Road,Bus stop,BCT,53.311532,-6.307407,712791,730365,823,active
8230DB001093,Priory Walk,Whitehall Road,Bus stop,BCT,53.309979,-6.311676,712511,730185,823,active
8230DB002322,Muckross Avenue,Whitehall Road West,Bus stop,BCT,53.310249,-6.321039,711886,730200,823,active
8230DB002324,Greentrees Park,Whitehall Road West,Bus stop,BCT,53.309787,-6.321018,711889,730149,823,active
8230DB002325,Limekiln Lane,Whitehall Road West,Bus stop,BCT,53.312117,-6.321212,711870,730408,823,active
8230DB002323,Millgate Drive,Millgate Drive,Bus stop,BCT,53.308108,-6.320484,711929,729963,823,active
8230TR000072,The Square Shopping Centre,Belgard Square South,Taxi rank,TXR,53.2861826,-6.3734342,708456,727442,823,active
8230DB001961,Red Cow Hotel,,Bus stop,BCT,53.319725,-6.362867,709075,731190,823,active
8230DB001979,Naas Road,Naas Road,Bus stop,BCT,53.32317,-6.354539,709621,731586,823,active
8230DB002375,Greenhills Industrial Estate,Greenhills Road,Bus stop,BCT,53.313588,-6.340845,710558,730541,823,active
8230GD999500,Ballymount Depot,,Bus bay,BCS,53.3144312,-6.3550253,709611,730613,823,active
8230DB001092,Whitehall Gardens,Whitehall Road,Bus stop,BCT,53.310744,-6.30923,712672,730274,823,active
8230B134461,Lucan Spa Hotel,,Bus stop,BCT,53.3568322,-6.4653317,702160,735167,823,active
8230DB007378,Fonthill Road,,Bus stop,BCT,53.353807,-6.401911,706389,734923,823,active
8230GD10336,Rokeby Rdbt,,Bus stop,BCT,53.362004,-6.455154,702825,735757,823,active
8230GD10335,Rokeby Park,,Bus stop,BCT,53.36375,-6.455361,702807,735951,823,active
8230IR0128,Adamstown,,Rail station,RLY,53.336295,-6.46911,701957,732877,823,active
8230IR0036,Clondalkin Fonthill,,Rail station,RLY,53.33337,-6.406279,706149,732643,823,active
8230DB007773,Liffey Avenue,,Bus stop,BCT,53.353687,-6.413122,705643,734893,823,active
8230DB007748,Divine Mercy NS,,Bus stop,BCT,53.339911,-6.415376,705527,733357,823,active
8230DB007749,Dodsborough Road,,Bus stop,BCT,53.350599,-6.464249,702247,734475,823,active
8230DB007750,Dunawley,,Bus stop,BCT,53.325779,-6.405016,706252,731800,823,active
8230DB007751,Esker Glebe,,Bus stop,BCT,53.350698,-6.438679,703949,734523,823,active
8230DB007752,Esker Park,,Bus stop,BCT,53.352401,-6.430806,704469,734724,823,active
8230DB007753,Esker Park,,Bus stop,BCT,53.35225,-6.430195,704510,734708,823,active
8230DB007754,Clayton Hotel,,Bus stop,BCT,53.353797,-6.401191,706437,734923,823,active
8230DB007756,Clondalkin Fonthill,,Bus stop,BCT,53.333261,-6.406644,706125,732630,823,active
8230DB007757,Clondalkin Fonthill,,Bus stop,BCT,53.333552,-6.406948,706104,732662,823,active
8230DB007760,Glen Vale,,Bus stop,BCT,53.344727,-6.426101,704801,733877,823,active
8230DB007761,Glen Vale,,Bus stop,BCT,53.344258,-6.426704,704762,733824,823,active
8230DB007762,Haydens Lane,,Bus stop,BCT,53.342998,-6.446455,703450,733655,823,active
8230DB007763,Haydens Lane,,Bus stop,BCT,53.343452,-6.446108,703472,733706,823,active
8230DB007768,Larkfield,,Bus stop,BCT,53.354451,-6.417916,705322,734971,823,active
8230DB007769,Larkfield,,Bus stop,BCT,53.354439,-6.418367,705292,734969,823,active
8230DB007772,Liffey Avenue,,Bus stop,BCT,53.35376,-6.413225,705636,734901,823,active
8230DB007774,Lucan Garda Station,,Bus stop,BCT,53.356306,-6.451034,703113,735129,823,active
8230DB007775,Lucan Main Street,,Bus stop,BCT,53.355986,-6.449888,703190,735095,823,active
8230DB007776,Buirg an Rí,,Bus stop,BCT,53.339161,-6.419098,705281,733268,823,active
8230DB007780,Méile an Rí,,Bus stop,BCT,53.339829,-6.415274,705534,733348,823,active
8230DB007781,Monastery Gate,,Bus stop,BCT,53.318357,-6.375873,708212,731018,823,active
8230DB007783,Foxdene Avenue,,Bus stop,BCT,53.341286,-6.41127,705797,733516,823,active
8230DB007784,Foxdene Avenue,,Bus stop,BCT,53.341186,-6.411184,705803,733505,823,active
8230DB007791,Red Cow Luas,,Bus stop,BCT,53.317137,-6.370111,708599,730891,823,active
8230DB007792,Saint Lomans Road,,Bus stop,BCT,53.354003,-6.407898,705990,734936,823,active
8230DB007793,Saint Lomans Road,,Bus stop,BCT,53.353856,-6.407618,706009,734920,823,active
8230DB007796,Somerton,,Bus stop,BCT,53.3429666,-6.4523131,703060,733643,823,active
8230DB007797,Somerton,,Bus stop,BCT,53.34333,-6.45201,703079,733684,823,active
8230DB007800,The Paddocks Drive,,Bus stop,BCT,53.3476214,-6.4654673,702173,734142,823,active
8230DB007801,The Paddocks Drive,,Bus stop,BCT,53.349024,-6.464816,702213,734299,823,active
8230DB007803,Tor an Rí,,Bus stop,BCT,53.339051,-6.418276,705336,733257,823,active
8230DB007806,St Andrews Drive,,Bus stop,BCT,53.354556,-6.423125,704975,734975,823,active
8230DB007807,St Andrews Drive,,Bus stop,BCT,53.354468,-6.422603,705010,734966,823,active
8230DB007808,Willsbrook Park,,Bus stop,BCT,53.352967,-6.427375,704696,734792,823,active
8230DB007809,Willsbrook Park,,Bus stop,BCT,53.352742,-6.427308,704701,734767,823,active
8230DB007810,Woodview Heights,,Bus stop,BCT,53.351743,-6.463081,702322,734604,823,active
8230DB07755,Clayton Hotel,,Bus stop,BCT,53.353546,-6.40123,706435,734895,823,active
8230DB007782,Monastery Gate,,Bus stop,BCT,53.318114,-6.375162,708260,730992,823,active
823000001,DSP Building,,Bus stop,BCT,53.2867998,-6.3686111,708776,727518,823,active
823000002,Brideswell Commons,,Bus stop,BCT,53.314425,-6.393477,707049,730554,823,active
823000003,Tallaght IT,,Bus stop,BCT,53.290504,-6.362095,709201,727940,823,active
8230GA00347,Belgard,,Rail platform,PLT,53.299145,-6.374808,708332,728882,823,active
8230GA00348,Belgard,,Rail platform,PLT,53.2992915,-6.3750665,708314,728898,823,active
8230GA00395,Cheeverstown,,Rail platform,PLT,53.2910061,-6.4064915,706240,727929,823,active
8230GA00396,Cheeverstown,,Rail platform,PLT,53.291084,-6.406574,706234,727938,823,active
8230GA00412,Citywest Campus,,Rail platform,PLT,53.2877998,-6.4188201,705426,727554,823,active
8230GA00413,Citywest Campus,,Rail platform,PLT,53.2878642,-6.4189377,705418,727561,823,active
8230GA00338,Cookstown,,Rail platform,PLT,53.293311,-6.384038,707731,728219,823,active
8230GA00339,Cookstown,,Rail platform,PLT,53.2932576,-6.3841161,707726,728213,823,active
8230GA00392,Fettercairn,,Rail platform,PLT,53.293395,-6.395875,706942,728211,823,active
8230GA00393,Fettercairn,,Rail platform,PLT,53.293487,-6.395935,706938,728221,823,active
8230GA00415,Fortunestown,Luas Red Line,Rail platform,PLT,53.284178,-6.424724,705041,727142,823,active
8230GA00416,Fortunestown,,Rail platform,PLT,53.2843101,-6.4247531,705039,727157,823,active
8230GA00341,Hospital,,Rail platform,PLT,53.289374,-6.378766,708092,727789,823,active
8230GA00342,Hospital,,Rail platform,PLT,53.2893133,-6.3789251,708082,727782,823,active
8230GA00350,Kingswood,Luas Red Line,Rail platform,PLT,53.303586,-6.365409,708947,729391,823,active
8230GA00351,Kingswood,,Rail platform,PLT,53.3036908,-6.3655064,708940,729402,823,active
8230GA00353,Red Cow,,Rail platform,PLT,53.316746,-6.3697806,708622,730848,823,active
8230GA00354,Red Cow,,Rail platform,PLT,53.316725,-6.369919,708613,730845,823,active
8230GA00418,Saggart,Luas Red Line,Rail platform,PLT,53.28464,-6.437787,704169,727175,823,active
8230GA00419,Saggart,Luas Red Line,Rail platform,PLT,53.284725,-6.43779,704169,727184,823,active
8230GA00344,Tallaght,,Rail platform,PLT,53.287523,-6.374685,708369,727589,823,active
8230GA00345,Tallaght,,Rail platform,PLT,53.287403,-6.3746027,708375,727576,823,active
8230DB007892,Adamstown Boulevard,,Bus stop,BCT,53.3386783,-6.4696477,701916,733141,823,active
8230DB007893,Shackleton Park,,Bus stop,BCT,53.34635,-6.472873,701683,733990,823,active
8230DB007955,Shackleton Hall,,Bus stop,BCT,53.346797,-6.469177,701928,734045,823,active
8230DB007896,Gandon Park,,Bus stop,BCT,53.346606,-6.46265,702363,734033,823,active
8230DB007899,Somerton Court,,Bus stop,BCT,53.345268,-6.453747,702959,733897,823,active
8230DB007897,Somerton Avenue,,Bus stop,BCT,53.344708,-6.452836,703021,733836,823,active
8230DB007979,Newlands Golf Club,,Bus stop,BCT,53.31108,-6.38941,707328,730188,823,active
8230DB007886,Red Cow Luas,,Bus stop,BCT,53.316654,-6.370925,708546,730836,823,active
8230DB007900,Gandon Park,,Bus stop,BCT,53.34662,-6.463085,702334,734034,823,active
8230DB007895,Shackleton Drive,,Bus stop,BCT,53.346972,-6.468059,702002,734066,823,active
8230DB007894,Shackleton Park,,Bus stop,BCT,53.346245,-6.473102,701668,733978,823,active
8230DB007898,Adamstown Avenue,,Bus stop,BCT,53.338209,-6.468824,701972,733090,823,active
8230DB007887,Red Cow Luas,,Bus stop,BCT,53.317045,-6.37058,708568,730880,823,active
8230DB007875,Michael Collins Park,,Bus stop,BCT,53.327183,-6.3951,706909,731971,823,active
8230DB007909,The Glen,,Bus stop,BCT,53.282276,-6.298926,713434,727123,823,active
8230DB007968,Ballyboden St Endas,,Bus stop,BCT,53.282668,-6.301835,713239,727162,823,active
8230DB007960,Old Bawn Terrace,,Bus stop,BCT,53.27963,-6.358297,709482,726736,823,active
8230DB007967,Citywest SC,,Bus stop,BCT,53.282747,-6.421421,705265,726988,823,active
8230DB007966,Rathfarnham SC,,Bus stop,BCT,53.295417,-6.298359,713437,728586,823,active
8230DB007961,Firhouse Road,,Bus stop,BCT,53.280508,-6.345096,710360,726854,823,active
8230DB007881,Liffey Valley South,,Bus stop,BCT,53.349318,-6.390964,707129,734440,823,active
8230DB007940,Liffey Valley South,,Bus stop,BCT,53.349653,-6.391146,707116,734477,823,active
8230DB007884,Liffey Valley Shopping Centre,,Bus stop,BCT,53.354078,-6.392001,707048,734968,823,active
8230DB007974,Ballyboden St Endas,,Bus stop,BCT,53.28257,-6.30184,713239,727151,823,active
8230CO11056,Red Cow Luas,,Bus stop,BCT,53.3168303,-6.3706929,708561,730856,823,active
8230CO11057,Red Cow Luas,,Bus stop,BCT,53.3166788,-6.3707887,708555,730839,823,active
8230CO11058,Red Cow Luas,,Bus stop,BCT,53.3168277,-6.3704979,708574,730856,823,active
8230CO11059,Red Cow Luas,,Bus stop,BCT,53.316675,-6.370504,708574,730839,823,active
8230DB007986,St. Helen's,,Bus stop,BCT,53.342316,-6.468737,701968,733547,823,active
8230DB007987,St. Helen's,,Bus stop,BCT,53.342169,-6.468547,701981,733531,823,active
8230DB007988,Shackleton Point,,Bus stop,BCT,53.344375,-6.4667253,702097,733779,823,active
8230DB007989,Shackleton Point,,Bus stop,BCT,53.344255,-6.466489,702113,733766,823,active
8230DB007990,Tandy's Lane,,Bus stop,BCT,53.34651,-6.465702,702160,734018,823,active
8230DB008047,Tandy's Lane,,Bus stop,BCT,53.352201,-6.454668,702881,734667,823,active
8230DB008063,The Square,,Bus stop,BCT,53.2858208,-6.372608,708512,727403,823,active
8230DB008088,Main Street,,Bus stop,BCT,53.299629,-6.499565,700015,728754,823,active
8230DB007880,Main Street,,Bus stop,BCT,53.320686,-6.393182,707053,731251,823,active
8230DB008029,Liffey Valley Shopping Centre,,Bus stop,BCT,53.354429,-6.392694,707001,735006,823,active
8230DB008062,Liffey Valley SC,,Bus stop,BCT,53.354538,-6.392795,706994,735018,823,active
8230DB008059,Liffey Valley SC,,Bus stop,BCT,53.354272,-6.392415,707020,734989,823,active
8230DB008060,Liffey Valley SC,,Bus stop,BCT,53.353924,-6.391947,707052,734951,823,active
8230DB008061,Liffey Valley SC,,Bus stop,BCT,53.354298,-6.392354,707024,734992,823,active
8230DB007879,Cappaghmore,,Bus stop,BCT,53.331195,-6.399408,706612,732411,823,active
8230DB007878,Cappaghmore,,Bus stop,BCT,53.331074,-6.399068,706635,732398,823,active
8230DB008064,Cheeverstown Luas,,Bus stop,BCT,53.291036,-6.40736,706182,727931,823,active
8230DB008066,Green Isle Road,,Bus stop,BCT,53.304007,-6.421687,705195,729353,823,active
8230DB008076,Green Isle Road,,Bus stop,BCT,53.304156,-6.421397,705214,729370,823,active
8230DB008086,Greenogue IE,,Bus stop,BCT,53.290503,-6.468205,702127,727783,823,active
8230DB008091,Greenogue IE,,Bus stop,BCT,53.289635,-6.466406,702249,727689,823,active
8230DB008087,Greenogue Rdbt,,Bus stop,BCT,53.291954,-6.472053,701867,727939,823,active
8230DB008090,Greenogue Rdbt,,Bus stop,BCT,53.291885,-6.471606,701897,727932,823,active
8230DB008067,Kingswood BP,,Bus stop,BCT,53.3068967,-6.424747,704984,729670,823,active
8230DB008075,Kingswood BP,,Bus stop,BCT,53.3071355,-6.4244531,705003,729697,823,active
8230DB008065,Kingswood Road,,Bus stop,BCT,53.294334,-6.416074,705593,728285,823,active
8230DB008077,Kingswood Road,,Bus stop,BCT,53.29403,-6.41559,705626,728252,823,active
8230DB008070,Kishoge Station,Up Slow,Bus stop,BCT,53.33451,-6.4309,704506,732733,823,active
8230DB008072,Kishoge Station,Down Slow,Bus stop,BCT,53.33439,-6.43065,704523,732720,823,active
8230DB008068,Nangor,,Bus stop,BCT,53.318877,-6.430865,704547,730994,823,active
8230DB008074,Nangor,,Bus stop,BCT,53.318912,-6.431434,704509,730997,823,active
8230DB008071,Griffeen Avenue,,Bus stop,BCT,53.3410813,-6.4284131,704656,733468,823,active
8230DB007976,Liffey Valley West,,Bus stop,BCT,53.352713,-6.396079,706780,734810,823,active
8230DB008031,The Square,,Bus stop,BCT,53.285748,-6.372595,708513,727395,823,active
8230DB008030,The Square,,Bus stop,BCT,53.285613,-6.372555,708516,727380,823,active
8230DB008016,Killakee Way,,Bus stop,BCT,53.276946,-6.345854,710319,726457,823,active
8230DB008017,Ballycullen Avenue,,Bus stop,BCT,53.276628,-6.341193,710630,726428,823,active
8230DB008018,Cypress Grove Road,,Bus stop,BCT,53.297488,-6.309436,712693,728799,823,active
8230DB008019,Cypress Drive,Cypress Grove Road,Bus stop,BCT,53.30205,-6.309423,712682,729306,823,active
8230DB008021,Cypress Drive,,Bus stop,BCT,53.30191,-6.309386,712685,729291,823,active
8230DB008022,Cypress Grove Road,,Bus stop,BCT,53.298484,-6.309378,712694,728910,823,active
8230DB008023,Old Bridge Road,,Bus stop,BCT,53.295054,-6.308979,712730,728529,823,active
8230DB008024,Ballycullen Avenue,,Bus stop,BCT,53.276284,-6.342868,710519,726388,823,active
8230DB008025,Killakee Way,,Bus stop,BCT,53.277104,-6.346204,710295,726474,823,active
8230DB008026,Saint Jude's GAA,,Bus stop,BCT,53.298301,-6.325745,711604,728864,823,active
8230LL12038,Glenasmole,Castlekelly Road,Bus stop,BCT,53.225384,-6.340015,710841,720729,823,active
8230LL12039,Upper Reservoir,Dublin Mountains Way,Bus stop,BCT,53.226039,-6.350155,710163,720786,823,active
8230LL12040,Cunard,Brakes of Cunard,Bus stop,BCT,53.229371,-6.342221,710684,721169,823,active
8230LL12041,St Anne's Graveyard,,Bus stop,BCT,53.23283,-6.34673,710374,721547,823,active
8230LL12042,Balfes Lane,Allagour Road,Bus stop,BCT,53.235124,-6.36435,709192,721775,823,active
8230LL12043,Brakes of Cunard,Brakes of Cunard,Bus stop,BCT,53.236556,-6.349482,710180,721957,823,active
8230LL12044,Ballinascorney,,Bus stop,BCT,53.25026,-6.37673,708327,723440,823,active
8230LL12045,Glenasmole National School,Glassamucky Road,Bus stop,BCT,53.245337,-6.357789,709604,722921,823,active
8230LL12046,Friarstown,Glassamucky Road,Bus stop,BCT,53.25814,-6.35784,709567,724346,823,active
8230LL12047,Friarstown,Glassamucky Road,Bus stop,BCT,53.25832,-6.35799,709557,724366,823,active
8230LL12048,St. Anne's Church,Bohernabreena Road,Bus stop,BCT,53.26422,-6.36075,709358,725018,823,active
8230LL12049,St. Anne's Church,,Bus stop,BCT,53.2643,-6.3606,709368,725027,823,active
8230LL12050,St. Anne's GAA,Bohernabreena Road,Bus stop,BCT,53.26987,-6.35679,709607,725652,823,active
8230LL12069,Allagour,,Bus stop,BCT,53.24618,-6.37615,708376,722987,823,active
8230LL12098,Killakee,Killakee Road,Bus stop,BCT,53.240031,-6.320386,712114,722389,823,active
8230LL12099,Killakee,Killakee Road,Bus stop,BCT,53.240045,-6.320524,712104,722390,823,active
8230LL12100,Cruagh Wood,,Bus stop,BCT,53.242072,-6.312553,712631,722629,823,active
8230LL12101,Cruagh Wood,,Bus stop,BCT,53.242184,-6.312686,712622,722641,823,active
8230LL12102,Tibradden,,Bus stop,BCT,53.243343,-6.295369,713774,722797,823,active
8230LL12103,Hell Fire Club,Dublin Mountains Way - Hellfire & Massey spur,Bus stop,BCT,53.25323,-6.32093,712043,723857,823,active
8230LL12104,Hell Fire Club,Killakee Road,Bus stop,BCT,53.25351,-6.32114,712028,723888,823,active
8230DB008338,Weston,Celbridge Road,Bus stop,BCT,53.348986,-6.489502,700570,734260,823,active
8230DB008339,Weston,,Bus stop,BCT,53.347947,-6.491185,700460,734142,823,active
8230DB008372,Parkwood Grove,,Bus stop,BCT,53.276703,-6.360872,709318,726406,823,active
8230PB13178,Clondalkin (Event Stop),,Bus stop,BCT,53.32135,-6.39342,707035,731325,823,active
8230PB13180,Louis Fitzgerald Hotel (Event Stop),,Bus stop,BCT,53.31569,-6.38394,707681,730709,823,active
8230PB13181,Green Isle Hotel,,Bus stop,BCT,53.30987,-6.40317,706415,730033,823,active
8230PB13182,Green Isle Road (Event Stop),,Bus stop,BCT,53.30478,-6.41521,705625,729449,823,active
8230DB008383,Bancroft Park,,Bus stop,BCT,53.291679,-6.357364,709513,728078,823,active
8230DB008379,Bancroft Park,,Bus stop,BCT,53.29157,-6.357286,709519,728066,823,active
8230DB008380,Jobstown House,,Bus stop,BCT,53.277956,-6.397788,706853,726490,823,active
8230DB008381,Mac Uilliam,,Bus stop,BCT,53.285324,-6.416641,705577,727282,823,active
8230DB008384,Mayfield Park,,Bus stop,BCT,53.327161,-6.384391,707622,731985,823,active
8230DB008397,Mayfield Park,,Bus stop,BCT,53.327236,-6.383992,707649,731994,823,active
8230DB008399,Knockmore Gardens,Bus Terminus,Bus stop,BCT,53.277599,-6.395238,707024,726454,823,active
8230DB008406,Bianconi Avenue West,Bianconi Avenue,Bus stop,BCT,53.290649,-6.436364,704249,727845,823,active
8230DB008407,Coláiste Chilliain,,Bus stop,BCT,53.322737,-6.403314,706373,731464,823,active
8230DB008408,Coláiste Chilliain,,Bus stop,BCT,53.322618,-6.403402,706367,731451,823,active
8230DB008410,Fettercairn,,Bus stop,BCT,53.294158,-6.393476,707100,728299,823,active
8230PB14556,DSP Building,,Bus stop,BCT,53.28688,-6.36855,708780,727527,823,active
8230PB14751,Ibis Hotel,,Bus stop,BCT,53.31845,-6.37277,708419,731033,823,active
8230PB14752,Maldron Hotel,,Bus stop,BCT,53.31366,-6.39313,707074,730469,823,active
8230PB14753,Citywest Hotel,,Bus stop,BCT,53.28532,-6.44527,703669,727239,823,active
8230PB14754,Arena Retail Park,,Bus stop,BCT,53.28268,-6.37658,708255,727048,823,active
8230DB008452,Coldcut Cres,,Bus stop,BCT,53.347112,-6.38486,707541,734204,823,active
8230DB008454,Oldcourt Rd,,Bus stop,BCT,53.274134,-6.350515,710015,726137,823,active
8230DB008455,Allenton Drive,,Bus stop,BCT,53.272358,-6.350709,710007,725939,823,active
8230DB008456,Ferncourt,,Bus stop,BCT,53.271348,-6.346341,710301,725833,823,active
8230DB008457,Dodderbrook,,Bus stop,BCT,53.270149,-6.341915,710599,725706,823,active
8230DB008458,Beechdale,,Bus stop,BCT,53.268853,-6.337765,710879,725569,823,active
8230DB008459,Ballycullen Gn,,Bus stop,BCT,53.269283,-6.333899,711136,725623,823,active
8230DB008460,Hunters Road,,Bus stop,BCT,53.270045,-6.330616,711353,725712,823,active
8230DB008462,Hunters Road,,Bus stop,BCT,53.269948,-6.330389,711368,725702,823,active
8230DB008463,Ballycullen Gn,,Bus stop,BCT,53.269122,-6.333858,711139,725605,823,active
8230DB008464,Beechdale,,Bus stop,BCT,53.269175,-6.339099,710789,725602,823,active
8230DB008465,Dodderbrook,,Bus stop,BCT,53.270184,-6.342628,710551,725709,823,active
8230DB008466,Ferncourt,Ferncourt Avenue,Bus stop,BCT,53.271402,-6.347095,710250,725838,823,active
8230DB008467,Allenton Drive,,Bus stop,BCT,53.272133,-6.350597,710015,725914,823,active
8230DB008468,Oldcourt Rd,,Bus stop,BCT,53.274078,-6.350746,710000,726130,823,active
8230DB008511,Saint John's Avenue,,Bus stop,BCT,53.31665,-6.39714,706799,730796,823,active
8230DB008512,Castle Riada Drive,Grange Castle Road,Bus stop,BCT,53.346246,-6.425524,704836,734047,823,active
8230DB008514,Grifols,,Bus stop,BCT,53.32445,-6.44684,703469,731591,823,active
8230DB008515,Grifols,,Bus stop,BCT,53.32465,-6.44653,703489,731613,823,active
8230DB008425,Brookview,,Bus stop,BCT,53.285699,-6.410199,706006,727333,823,active
8230DB008426,Stone Masons Court,,Bus stop,BCT,53.284429,-6.420189,705343,727177,823,active
8230PB08520,Kilmactalway,,Bus stop,BCT,53.320962,-6.457718,702753,731187,823,active
8230PB008516,Russell Lane,,Bus stop,BCT,53.2838311,-6.4029341,706495,727136,823,active
8230PB008507,Fortunestown Road,,Bus stop,BCT,53.279105,-6.401761,706585,726612,823,active
8240DB007616,The Warren,,Bus stop,BCT,53.449577,-6.183464,720659,745926,824,active
8240DB005082,Millview Close,Swords Road Malahide,Bus stop,BCT,53.447198,-6.176504,721128,745673,824,active
8240DB007560,The Oaks,,Bus stop,BCT,53.426761,-6.369953,708331,743088,824,active
8240DB007559,The Oaks,,Bus stop,BCT,53.426638,-6.37083,708273,743073,824,active
8240DB007552,Grange Park,,Bus stop,BCT,53.396997,-6.141432,723603,740148,824,active
8240DB006311,Holywell Close,Holywell,Bus stop,BCT,53.443424,-6.209274,718962,745198,824,active
8240DB000567,Howth Summit,Thormanby Road,Bus stop,BCT,53.372381,-6.0586097,729185,737556,824,active
8240DB004843,Berwick Walk,,Bus stop,BCT,53.459664,-6.250397,716186,746937,824,active
8240DB004919,Applewood,,Bus stop,BCT,53.469592,-6.231837,717391,748072,824,active
8240DB004922,Applewood,,Bus stop,BCT,53.469406,-6.230851,717457,748053,824,active
8240DB004909,Cianlea,St. Cronan's Avenue,Bus stop,BCT,53.465719,-6.239831,716871,747628,824,active
8240DB004911,Cianlea,,Bus stop,BCT,53.465609,-6.239654,716883,747616,824,active
8240DB004910,Ardcian Park,St. Cronan's Avenue,Bus stop,BCT,53.466635,-6.23919,716911,747731,824,active
8240000286,Bun-a-Knock,,Bus stop,BCT,53.582002,-6.286701,713448,760490,824,active
8240000556,Bun-a-Knock,,Bus stop,BCT,53.5822026,-6.2869044,713434,760512,824,active
8240DB003674,Equestrian Centre,Dublin Road,Bus stop,BCT,53.4410502,-6.2278895,717732,744903,824,active
8240000318,Dublin Road,,Bus stop,BCT,53.4407035,-6.2275426,717756,744865,824,active
8240DB003696,N1 Business Park,Dublin Road,Bus stop,BCT,53.443182,-6.227996,717719,745140,824,active
8240DB003675,N1 Business Park,Dublin Road,Bus stop,BCT,53.44334,-6.228336,717696,745157,824,active
8240DB003691,Swords Village,Main Street Swords,Bus stop,BCT,53.455977,-6.221696,718102,746574,824,active
8240DB001834,Corduff Park,Blackcourt Road,Bus stop,BCT,53.399425,-6.378953,707802,740033,824,active
8240DB001835,Corduff,Corduff Estate,Bus stop,BCT,53.400012,-6.375201,708050,740104,824,active
8240DB004924,St Colmcille GAA,Glen Ellen Estate,Bus stop,BCT,53.468256,-6.220565,718143,747942,824,active
8240PB000516,Travelodge,,Bus stop,BCT,53.449562,-6.224298,717947,745856,824,active
8240DB000976,Geraldstown Wood,Santry Avenue,Bus stop,BCT,53.400957,-6.262898,715515,740385,824,active
8240DB000973,Coolock Lane,Coolock Lane,Bus stop,BCT,53.398226,-6.242723,716864,740114,824,active
8240DB000992,Coolock Lane,Coolock Lane,Bus stop,BCT,53.3981584,-6.2412068,716965,740109,824,active
8240DB000975,Shanliss Way,Santry Avenue,Bus stop,BCT,53.39928,-6.25268,716199,740215,824,active
8240DB007048,Barnwell Green,Ongar,Bus stop,BCT,53.393012,-6.442694,703579,739225,824,active
8240DB007047,Barnwell Green,Ongar,Bus stop,BCT,53.393118,-6.442615,703584,739237,824,active
8240DB007040,Lanestown,Hearse Road R126,Bus stop,BCT,53.480551,-6.191769,720020,749358,824,active
8240DB007020,Manorfields Drive,Ongar Dist. Road,Bus stop,BCT,53.394164,-6.431149,704344,739370,824,active
8240DB007021,Manorfields Drive,Ongar Dist. Road,Bus stop,BCT,53.394055,-6.431093,704348,739358,824,active
8240DB007031,Diswellstown Road,Diswellstown Road,Bus stop,BCT,53.374204,-6.401554,706362,737193,824,active
8240DB007018,Castlegrange Row,Ongar Dist. Road,Bus stop,BCT,53.398807,-6.431565,704305,739886,824,active
8240DB007038,Latchfort Court,Ongar Dist. Road,Bus stop,BCT,53.398279,-6.431073,704339,739828,824,active
8240DB007039,Portrane,Portrane (R126),Bus stop,BCT,53.493522,-6.110008,725408,750942,824,active
8240DB007097,Belgree Boulevard,Tyrrelstown,Bus stop,BCT,53.420141,-6.38483,707359,742329,824,active
8240DB007106,Bellgree Avenue,Tyrrelstown,Bus stop,BCT,53.420989,-6.385701,707299,742422,824,active
8240DB007105,Mount Eustace,Tyrrelstown,Bus stop,BCT,53.421351,-6.387884,707153,742459,824,active
8240DB007098,Mount Eustace,Tyrrelstown,Bus stop,BCT,53.421337,-6.38817,707134,742457,824,active
8240DB007072,Carlton Hotel,Tyrrelstown,Bus stop,BCT,53.419269,-6.378168,707804,742242,824,active
8240DB007073,Carlton Hotel,Tyrrelstown,Bus stop,BCT,53.419081,-6.378266,707798,742221,824,active
8240DB007004,Seatown Road,Seatown Road,Bus stop,BCT,53.46027,-6.21605,718465,747061,824,active
8240DB007011,Phibblestown Road,Ongar Dist. Road,Bus stop,BCT,53.401596,-6.435252,704053,740191,824,active
8240DB007017,Phibblestown Road,Ongar Dist. Road,Bus stop,BCT,53.401876,-6.435347,704046,740222,824,active
8240DB007014,Saint Margaret's GAA,Kilreesk,Bus stop,BCT,53.440752,-6.298216,713061,744756,824,active
8240DB007013,Saint Margaret's GAA,Kilreesk,Bus stop,BCT,53.440655,-6.298385,713050,744745,824,active
