,AtcoCode,PlateCode,CommonName,ShortCommonName,CommonNameGA,ShortCommonNameGA,Indicator,Street,NptgLocalityRef,GridType,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Status,CreationDateTime,ModificationDateTime
114,8210B1360701,136071,Ballyknockan,Ballyknockan,Baile an Chnocáin,Baile an Chnocáin,,,E0821123,ITM,668405,665420,52.735531,-6.987098,BCT,MKD,OTH,N,821G000015,821,active,1969-12-31T00:00:00.000,2025-09-22T08:40:04.000
115,8210PB000012,13626,Borris,Borris,An Bhuiríos,An Bhuiríos,Outside,,E0821024,ITM,672892,650424,52.600186,-6.923985,BCT,CUS,OTH,SE,821G000016,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
116,8210B3390801,,Seskin Road,Seskin Road,Bóthar an tSeiscinn,Bóthar an tSeiscinn,,R448,E0821006,ITM,668495,665793,52.738872,-6.9856873,BCT,CUS,OTH,S,821G000018,821,active,1969-12-31T00:00:00.000,2020-10-23T13:59:08.000
117,8210B3394301,339431,Royaloak,Royaloak,An Dair Ríoga,An Dair Ríoga,,,E0821220,ITM,668651,661942,52.704245,-6.984179,BCT,MKD,OTH,S,821G000019,821,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
118,8210PB000008,351811,Royal Oak,Royal Oak,An Dair Ríoga,An Dair Ríoga,Opposite,Royal Oak Road,E0821220,ITM,668611,661736,52.7024,-6.98482,BCT,CUS,OTH,SE,821G000019,821,active,2000-01-01T00:00:00.000,2026-05-27T11:00:01.441
119,8210B3511401,351141,Rathvilly,Rathvilly,Ráth Bhile,Ráth Bhile,,N81,E0821012,ITM,687821,681879,52.8806192,-6.6952479,BCT,CUS,OTH,SW,821G000020,821,active,1969-12-31T00:00:00.000,2020-10-23T14:01:57.000
120,8210B3511402,351142,Rathvilly,Rathvilly,Ráth Bhile,Ráth Bhile,,,E0821012,ITM,687816,681881,52.880638,-6.695327,BCT,CUS,OTH,NE,821G000020,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
121,8210B1340202,134022,Hacketstown,Hacketstown,Baile Haicéid,Baile Haicéid,,Main Street,E0821003,ITM,697058,680355,52.8653398,-6.5585135,BCT,CUS,OTH,NW,821G000021,821,active,1969-12-31T00:00:00.000,2020-10-23T15:33:26.000
122,8210B1340201,134021,Hacketstown,Hacketstown,Baile Haicéid,Baile Haicéid,,Main Street,E0821003,ITM,697062,680359,52.865375,-6.558453,BCT,CUS,OTH,NW,821G000021,821,active,1969-12-31T00:00:00.000,2025-01-16T16:38:55.000
123,8210B3555602,355562,Tullow Centre,Tullow Centre,An Tulach Láir,An Tulach Láir,,,E0821014,ITM,685237,673207,52.80311,-6.7359,BCT,CUS,OTH,SW,821G000023,821,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
124,8210B3511801,351181,Kildavin,Kildavin,Cill Damháin,Cill Damháin,,,E0821017,ITM,688885,660007,52.683916,-6.685386,BCT,CUS,OTH,SE,821G000024,821,active,1969-12-31T00:00:00.000,2023-04-28T15:52:51.473
125,821000007,351871,Leighlinbridge,Leighlinbridge,Leithghlinn an Droichid,Leithghlinn an Dr,,,E0821006,ITM,669165,665560,52.736693,-6.975816,BCT,CUS,OTH,S,821G000028,821,active,1969-12-31T00:00:00.000,2026-05-27T10:56:25.702
126,821000008,13228,Leighlinbridge,Leighlinbridge,Leithghlinn an Droichid,Leithghlinn an Dr,,Carlow Road,E0821006,ITM,669154,665538,52.7365,-6.97598,BCT,CUS,OTH,N,821G000028,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
127,821000009,351831,Bagenalstown West,Bagenalstown West,Muine Bheag Thiar,Muine Bheag Thiar,,,E0821009,ITM,669887,661543,52.7005,-6.96598,BCT,CUS,OTH,W,821G000029,821,active,1969-12-31T00:00:00.000,2026-05-27T10:57:35.043
128,821000010,351821,Bagenalstown West,Bagenalstown West,Muine Bheag Thiar,Muine Bheag Thiar,,Royal Oak Road,E0821009,ITM,669968,661546,52.70052,-6.96478,BCT,CUS,OTH,E,821G000029,821,active,1969-12-31T00:00:00.000,2026-05-27T10:58:47.881
129,821000012,,Bagenalstown,Bagenalstown,Muine Bheag,Muine Bheag,,,E0821009,ITM,670360,661659,52.7014829,-6.9589592,BCT,CUS,OTH,S,821G000030,821,active,1969-12-31T00:00:00.000,2020-10-23T15:45:08.000
130,821000013,,Bagenalstown,Bagenalstown,Muine Bheag,Muine Bheag,,,E0821009,ITM,670339,661659,52.7014856,-6.9592699,BCT,CUS,OTH,N,821G000030,821,active,1969-12-31T00:00:00.000,2020-10-23T15:46:21.000
131,821000016,,Dublin Road,Dublin Road,Bóthar BÁC,Bóthar BÁC,,,E0821014,ITM,685783,673899,52.8092439,-6.7276162,BCT,CUS,OTH,SW,821G000031,821,active,1969-12-31T00:00:00.000,2021-03-16T11:31:06.000
132,821000018,13229,Saint Patrick's Park,St Patrick's Park,Páirc Phádraig,Páirc Phádraig,,,E0821014,ITM,684671,673338,52.804379,-6.744251,BCT,CUS,OTH,W,821G000032,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
133,821000022,13230,Bennekerry,Bennekerry,Binn an Choire,Binn an Choire,,,E0821022,ITM,675633,675120,52.821734,-6.877851,BCT,CUS,OTH,W,821G000034,821,active,1969-12-31T00:00:00.000,2025-05-12T14:26:26.625
134,8210B351711,351711,Ballon,Ballon,Balana,Balana,,,E0821007,ITM,683030,666166,52.740188,-6.7704,BCT,MKD,OTH,N,821G010006,821,active,2015-04-23T00:00:00.000,2026-03-11T11:19:15.001
135,8210B351721,351721,Ballon,Ballon,Balana,Balana,,,E0821007,ITM,683042,666155,52.740087,-6.770225,BCT,MKD,OTH,S,821G010006,821,active,2015-04-23T00:00:00.000,2025-10-03T12:38:32.400
136,8210000199,13608,Carlow College,Carlow Coll,Coláiste Cheatharlach,Col Cheatharlach,,,E0821025,ITM,672279,676946,52.838603,-6.927199,BCT,CUS,OTH,N,,821,active,2019-04-09T00:00:00.000,2026-03-11T11:19:15.001
137,8210B154001,154001,Tullow North,Tullow North,An Tulach Thuaidh,An Tulach Thuaidh,,,E0821014,ITM,685463,673383,52.804658,-6.732496,BCT,MKD,OTH,N,,821,active,2019-10-08T00:00:00.000,2026-03-11T11:19:15.001
138,8210B153991,153991,Tullow North,Tullow North,An Tulach Thuaidh,An Tulach Thuaidh,,,E0821014,ITM,685462,673401,52.80482,-6.732506,BCT,MKD,OTH,NE,,821,active,2019-10-08T00:00:00.000,2026-03-11T11:19:15.001
139,821000001,,Iona Drive,Iona Drive,Céide Í,Céide Í,,,E0821025,ITM,672822,677083,52.839761,-6.919111,BCT,MKD,OTH,N,,821,active,2015-12-01T00:00:00.000,2020-11-19T11:01:10.000
140,821000002,,Iona Drive,Iona Drive,Céide Í,Céide Í,,,E0821025,ITM,672829,677070,52.839643,-6.91901,BCT,MKD,OTH,S,,821,active,2015-12-01T00:00:00.000,2020-11-19T11:02:11.000
141,8210B136231,136231,Hacketstown,Hacketstown,Baile Haicéid,Baile Haicéid,,,E0821003,ITM,697066,680342,52.865221,-6.558399,BCT,CUS,OTH,SE,,821,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
142,8210B136061,136061,SETU Carlow,SETU Carlow,OTO Ceatharlach,OTO Ceatharlach,Outside,,E0821025,ITM,671702,675978,52.8299812,-6.9359746,BCT,MKD,OTH,S,,821,active,2000-01-01T00:00:00.000,2024-07-04T14:36:06.725
143,8210LL10438,10438,Rathtoe,Rathtoe,Ráth Tó,Ráth Tó,,,E0821016,ITM,680904,671447,52.787964,-6.800573,BCT,CUS,OTH,SW,821G000001,821,active,2020-12-01T00:00:00.000,2025-09-22T08:44:01.000
144,8210TR000006,,Tullys Travel,,,,At,Tullow Street,E0821025,ITM,672060,676692,52.8363496,-6.9305054,TXR,,,,821G000003,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
145,8210TR000008,,Heatons,,,,At,X,E0821025,ITM,672541,676488,52.8344519,-6.9234132,TXR,,,,821G000004,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
146,8210TR000007,,Shaws Department Store,,,,Opp,Tullow Street,E0821025,ITM,672011,676703,52.8364549,-6.9312301,TXR,,,,821G000005,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
147,8210LL10002,10002,Kildavin,Kildavin,Cill Damháin,Cill Damháin,,,E0821017,ITM,688901,659948,52.683383,-6.685161,BCT,MKD,OTH,N,821G000006,821,active,2015-04-23T00:00:00.000,2025-09-22T08:40:04.000
148,8210LL10003,10003,Kildavin,Kildavin,Cill Damháin,Cill Damháin,,,E0821017,ITM,688913,659949,52.68339,-6.684983,BCT,CUS,OTH,S,821G000006,821,active,2015-04-23T00:00:00.000,2025-09-22T08:44:01.000
149,8210TR000001,,Fdc Accountants,,,,o/s,The Square,E0821014,ITM,685195,673166,52.8027506,-6.7365265,TXR,,,,821G000008,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
150,8210TR000005,,Brooks Restaurant,,,,Opp,Tullow Street,E0821025,ITM,672103,676683,52.8362629,-6.9298693,TXR,,,,821G000011,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
151,8210TR000004,,Bruce Betting,,,,o/s,Potato Market,E0821025,ITM,672142,676650,52.8359612,-6.9292979,TXR,,,,821G000012,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
152,8210TR000003,,Ulster Bank,,,,By,Kennedy Avenue,E0821025,ITM,672227,676504,52.8346378,-6.9280689,TXR,,,,821G000013,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
153,8210TR000002,,Carlow Train Station,,,,Opp,St Josephs Road,E0821025,ITM,672559,677188,52.8407397,-6.9229905,TXR,,,,821G000014,821,active,1969-12-31T00:00:00.000,1969-12-31T23:00:00.000
154,8210B3555603,355563,Tullow Centre,Tullow Centre,An Tulach Láir,An Tulach Láir,,Bridge Street,E0821014,ITM,685218,673187,52.802936,-6.73618,BCT,CUS,OTH,SW,821G000023,821,active,2000-01-01T00:00:00.000,2025-09-22T08:44:01.000
155,8210IR0002,,Carlow,,Ceatharlach,,,,E0828294,ITM,672584,677194,52.840788,-6.922622,RLY,,,,,821,active,1969-12-31T00:00:00.000,2022-05-23T16:50:35.848
156,8210IR0001,,Muine Bheag (Bagenalstown),Bagenalstown,Muine Bheag,,,,E0821009,ITM,670790,661409,52.69918,-6.952653,RLY,,,,,821,active,1969-12-31T00:00:00.000,2022-05-23T16:49:12.115
157,821000004,11345,Tullow South,Tullow South,An Tulach Theas,An Tulach Theas,,Abbey Street,E0821014,ITM,684996,672958,52.80091,-6.73953,BCT,CUS,OTH,N,,821,active,2020-12-01T00:00:00.000,2026-03-11T11:19:15.001
158,821000003,11344,Tullow South,Tullow South,An Tulach Theas,An Tulach Theas,,,E0821014,ITM,684989,672966,52.800986,-6.739633,BCT,CUS,OTH,N,,821,active,2020-12-01T00:00:00.000,2026-03-11T11:19:15.001
159,8210LL10874,10874,Tinryland,Tinryland,Tigh an Réileáin,Tigh an Réileáin,,,E0821381,ITM,674183,672502,52.79841,-6.89996,BCT,CUS,OTH,N,,821,active,2020-12-14T00:00:00.000,2025-08-07T12:03:00.575
160,821000005,12324,Carlow Institute,Carlow Inst,Institiúid Cheatharlach,Inst Cheatharlach,,,E0821463,ITM,671114,674758,52.8191,-6.94496,BCT,MKD,OTH,N,,821,active,2020-07-15T00:00:00.000,2026-03-11T11:19:15.001
161,821000006,12325,Carlow Institute,Carlow Inst,Institiúid Cheatharlach,Inst Cheatharlach,,Kilkenny Road,E0821463,ITM,671109,674783,52.81932,-6.94503,BCT,MKD,OTH,N,,821,active,2020-07-15T00:00:00.000,2026-03-11T11:19:15.001
162,821000014,,Granby Row,Granby Row,Rae Granby,Rae Granby,,,E0821025,ITM,671961,676274,52.832607,-6.932067,BCT,CUS,OTH,N,,821,active,2021-08-09T00:00:00.000,2025-03-21T10:55:59.001
163,821000015,,Granby Row,Granby Row,Rae Granby,Rae Granby,,,E0821025,ITM,671954,676272,52.832589,-6.932171,BCT,CUS,OTH,N,,821,active,2021-08-09T00:00:00.000,2025-03-21T10:55:59.001
164,8210B339081,339081,Ballyknockan,Ballyknockan,Baile an Chnocáin,Baile an Chnocáin,,R448,E0821006,ITM,668495,665793,52.738872,-6.985687,BCT,CUS,OTH,S,821G000018,821,active,1969-12-31T00:00:00.000,2025-03-21T10:55:59.001
165,821000017,14131,SETU Green Road,SETU Green Road,OTO An Bóthar Glas,OTO An Bóthar Glas,,,E0821556,ITM,671725,675584,52.826438,-6.93572,BCT,CUS,OTH,N,,821,active,2022-08-08T00:00:00.000,2026-03-11T11:19:15.001
166,8210B335561,335561,Barrack Street,Barrack Street,Sráid na Beairice,Sráid na Beairice,,,E0821025,ITM,672404,676590,52.8353869,-6.9254235,BCT,MKD,OTH,N,,821,active,2022-08-31T00:00:00.000,2024-11-20T14:12:51.641
167,821000019,11722,Carlow Station,Carlow Stn,Stáisiún Cheatharlach,Stn Cheatharlach,,,E0821025,ITM,672563,677181,52.84068,-6.92294,BCT,CUS,OTH,N,,821,active,2022-09-05T00:00:00.000,2025-08-07T12:01:40.298
168,821000020,11741,Carlow Station,Carlow Stn,Stáisiún Cheatharlach,Stn Cheatharlach,,,E0821025,ITM,672570,677197,52.84082,-6.92283,BCT,CUS,OTH,N,,821,active,2022-09-05T00:00:00.000,2026-03-11T11:19:15.001
169,821000023,,Royal Oak Road,Royal Oak Road,,,,,E0821009,ITM,670304,661570,52.70069,-6.959807,BCT,CUS,OTH,N,,821,active,2022-10-26T00:00:00.000,2025-01-29T09:54:17.001
170,8210CO11091,201001,Carlow Institute,Carlow Inst,Institiúid Cheatharlach,Inst Cheatharlach,,,E0821463,ITM,671104,674768,52.819187,-6.94511,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2025-05-15T14:29:56.540
171,8210CO11097,11097,Hanover Bus Park,Hanover Bus Park,Páirc Bus Hanover,Páirc Bus Hanover,,,E0821496,ITM,672309,676398,52.833674,-6.926876,BCT,CUS,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-03-11T11:19:15.001
172,8210CO11106,201111,MSD Carlow,MSD Carlow,MSD Ceatharlach,MSD Ceatharlach,,,E0821502,ITM,675121,678731,52.854254,-6.884615,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-03-11T11:19:15.001
173,8210CO11114,111141,Green Lane,Green Lane,An Lána Glas,An Lána Glas,,,E0821543,ITM,672971,677310,52.84178,-6.916849,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-03-11T11:19:15.001
174,8210CO11115,111151,Fire Station,Fire Station,Stáisiún Dóiteáin,Stáisiún Dóiteáin,,,E0821025,ITM,672583,676770,52.83698,-6.922727,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-05-15T16:13:35.881
175,8210CO11123,201011,Carlow Institute,Carlow Inst,Institiúid Cheatharlach,Inst Cheatharlach,,,E0821463,ITM,671117,674767,52.8191764,-6.9449177,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2025-05-15T14:30:29.336
176,8210CO11146,113931,Ashgrove,Ashgrove,Garrán na Fuinseoige,Grrn na Fuinseoige,,,E0821499,ITM,673289,676075,52.830639,-6.912407,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2025-03-21T10:55:59.001
177,8210CO11147,113941,Mount Leinster Park,Mount Leinster Park,Páirc Stua Laighean,Páirc Stua Laighean,,,E0821041,ITM,673218,676344,52.833066,-6.9134,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-03-11T11:19:15.001
178,8210CO11159,202001,Barrow Valley,Barrow Valley,Gleann na Bearú,Gleann na Bearú,,,E0821316,ITM,671335,677692,52.84543,-6.94105,BCT,MKD,OTH,N,,821,active,2023-01-03T00:00:00.000,2026-04-09T09:42:23.423
179,8210CO11092,11092,Carraig Abhainn,Carraig Abhainn,Carraig Abhainn,Carraig Abhainn,,,E0821556,ITM,671627,675518,52.825857,-6.937188,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-05-15T16:09:31.297
180,8210CO11093,110931,Bourlum Wood,Bourlum Wood,Coill Bourlum,Coill Bourlum,,,E0821556,ITM,671727,675247,52.823409,-6.935764,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
181,8210CO11094,110941,SETU Green Road,SETU Green Road,OTO An Bóthar Glas,OTO An Bóthar Glas,,,E0821556,ITM,671836,675481,52.825497,-6.934096,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
182,8210CO11095,110951,New Street,New Street,An tSráid Nua,An tSráid Nua,,,E0821496,ITM,672041,675955,52.829729,-6.93095,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
183,8210CO11096,110961,Hanover Road,Hanover Road,Bóthar Hanover,Bóthar Hanover,,,E0821496,ITM,672160,676143,52.831403,-6.929143,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
184,8210CO11098,110981,Fire Station,Fire Station,Stáisiún Dóiteáin,Stáisiún Dóiteáin,,,E0821025,ITM,672574,676775,52.83703,-6.92286,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
185,8210CO11099,110991,Green Lane,Green Lane,An Lána Glas,An Lána Glas,,,E0821543,ITM,672921,677249,52.841239,-6.917605,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
186,8210CO11100,111001,Deerpark Roundabout,Deerpark Rnbt,Timpeallán Pháirc na bhFianna,Tmp Prc na bhFianna,,,E0821501,ITM,673425,677678,52.845026,-6.910029,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
187,8210CO11101,111011,Enterprise Business Park,Enterprise B Pk,Páirc Gnó Fiontraíochta,Prc G Fiontraíochta,,,E0821543,ITM,673501,677168,52.840432,-6.909015,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
188,8210CO11102,201041,Sandhills,Sandhills,Cnoc an Ghainimh,Cnoc an Ghainimh,,,E0821501,ITM,673794,677080,52.839602,-6.904687,BCT,MKD,OTH,N,,821,active,2023-01-04T00:00:00.000,2026-03-11T11:19:15.001
189,8210CO11103,201051,Burrindale,Burrindale,Burrindale,Burrindale,,,E0821501,ITM,673952,677318,52.841719,-6.902289,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
190,8210CO11104,111041,Beechwood Park,Beechwood Park,Páirc Choill na Feá,Páirc Choill na Feá,,,E0821500,ITM,674147,677656,52.844729,-6.899318,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
191,8210CO11105,201061,Tinteán Coille,Tinteán Coille,Tinteán Coille,Tinteán Coille,,,E0821500,ITM,674389,677885,52.846753,-6.895674,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
192,8210CO11108,111231,Tinteán Coille,Tinteán Coille,Tinteán Coille,Tinteán Coille,,,E0821500,ITM,674417,677880,52.846705,-6.895259,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
193,8210CO11109,111091,Beechwood Park,Beechwood Park,Páirc Choill na Feá,Páirc Choill na Feá,,,E0821500,ITM,674169,677678,52.844924,-6.898986,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
194,8210CO11110,111101,Burrindale,Burrindale,Burrindale,Burrindale,,,E0821501,ITM,673971,677344,52.84195,-6.902001,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
195,8210CO11111,111241,Sandhills,Sandhills,Cnoc an Ghainimh,Cnoc an Ghainimh,,,E0821041,ITM,673610,677056,52.839411,-6.907423,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
196,8210CO11112,111121,Enterprise Business Park,Enterprise B Pk,Páirc Gnó Fiontraíochta,Prc G Fiontraíochta,,,E0821543,ITM,673483,677218,52.840884,-6.909271,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
197,8210CO11113,111131,Deerpark Roundabout,Deerpark Rnbt,Timpeallán Pháirc na bhFianna,Tmp Prc na bhFianna,,,E0821501,ITM,673415,677651,52.844784,-6.910183,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
198,8210CO11117,111171,Hanover Road,Hanover Road,Bóthar Hanover,Bóthar Hanover,,,E0821496,ITM,672192,676194,52.831857,-6.928657,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
199,8210CO11118,111181,New Street,New Street,An tSráid Nua,An tSráid Nua,,,E0821496,ITM,672002,675877,52.829034,-6.931546,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
200,8210CO11119,111191,SETU Green Road,SETU Green Road,OTO An Bóthar Glas,OTO An Bóthar Glas,,,E0821556,ITM,671850,675508,52.825738,-6.933882,BCT,MKD,OTH,N,,821,active,2023-01-05T00:00:00.000,2026-03-11T11:19:15.001
201,8210CO11120,111201,Bourlum Wood,Bourlum Wood,Coill Bourlum,Coill Bourlum,,,E0821556,ITM,671705,675202,52.823008,-6.9361,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
202,8210CO11121,111211,Carraig Abhainn,Carraig Abhainn,Carraig Abhainn,Carraig Abhainn,,,E0821556,ITM,671615,675530,52.825967,-6.937364,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-05-15T15:59:19.880
203,8210CO11122,111221,Rath Abhainn,Rath Abhainn,Rath Abhainn,Rath Abhainn,,,E0821556,ITM,671328,675148,52.822572,-6.941705,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-05-15T16:12:26.813
204,8210CO11125,111251,Sleaty Road,Sleaty Road,Bóthar Shléibhte,Bóthar Shléibhte,,,E0821316,ITM,671431,677534,52.844,-6.939655,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-04-09T09:40:57.452
205,8210CO11126,111261,Sleaty Street,Sleaty Street,Sráid Shléibhe,Sráid Shléibhe,,,E0821316,ITM,671532,677145,52.840491,-6.938241,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
206,8210CO11127,113911,Maryborough Street,Maryborough Street,Sráid Maryborough,Sráid Maryborough,,,E0821315,ITM,671529,676766,52.837085,-6.938369,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
207,8210CO11128,111281,Carlow Castle,Carlow Cstl,Caisleán Cheatharlach,Cais Cheatharlach,,,E0821315,ITM,671706,676717,52.836621,-6.935753,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
208,8210CO11129,111291,Kennedy Avenue,Kennedy Avenue,Ascal Uí Chinnéide,Ascal Uí Chinnéide,,,E0821025,ITM,671991,676614,52.835658,-6.931546,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
209,8210CO11132,111321,Pollerton Road,Pollerton Road,Bóthar Pollerton,Bóthar Pollerton,,,E0821543,ITM,672853,676758,52.836836,-6.918723,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
210,8210CO11133,111331,Saint Patrick's Avenue,St Patrick's Avenue,Ascaill Phádraig,Ascaill Phádraig,,,E0821543,ITM,673143,676809,52.837255,-6.914409,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
211,8210CO11134,111341,Castlewood Gardens,Castlewood Gdns,Gairdíní Chaisleán na Coille,Gdní Cais na Coille,,,E0821041,ITM,673346,676971,52.838683,-6.91136,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
212,8210CO11135,113921,Askea,Askea,An Easca,An Easca,,,E0821041,ITM,673390,676604,52.835379,-6.91079,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
213,8210CO11138,113951,Tullow Road,Tullow Road,Bóthar na Tulaí,Bóthar na Tulaí,,,E0821640,ITM,673631,676172,52.831465,-6.907311,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
214,8210CO11139,111391,The Orchards,The Orchards,Na hÚlloird,Na hÚlloird,,,E0821640,ITM,673907,676012,52.829989,-6.9032521,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2023-05-12T12:40:07.253
215,8210CO11140,113961,Chapelstown,Chapelstown,Baile an Teampaill,Baile an Teampaill,,,E0821640,ITM,674147,675791,52.82797,-6.899742,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
216,8210CO11143,111431,Chapelstown,Chapelstown,Baile an Teampaill,Baile an Teampaill,,,E0821640,ITM,674164,675773,52.827806,-6.899493,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
217,8210CO11444,111421,The Orchards,The Orchards,Na hÚlloird,Na hÚlloird,,,E0821640,ITM,673878,676028,52.830137,-6.903679,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
218,8210CO11145,112031,Tullow Road,Tullow Road,Bóthar na Tulaí,Bóthar na Tulaí,,,E0821640,ITM,673661,676142,52.831191,-6.906873,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2026-03-11T11:19:15.001
219,8210CO11148,111461,Askea,Askea,An Easca,An Easca,,,E0821041,ITM,673363,676590,52.835257,-6.911193,BCT,MKD,OTH,N,,821,active,2023-01-06T00:00:00.000,2025-03-21T10:55:59.001
220,8210CO11149,111601,Castlewood Gardens,Castlewood Gdns,Gairdíní Chaisleán na Coille,Gdní Cais na Coille,,,E0821041,ITM,673305,676923,52.838257,-6.911979,BCT,MKD,OTH,N,,821,active,2023-01-09T00:00:00.000,2026-03-11T11:19:15.001
221,8210CO11151,113131,Pollerton Road,Pollerton Road,Bóthar Pollerton,Bóthar Pollerton,,,E0821025,ITM,672806,676742,52.836699,-6.919424,BCT,MKD,OTH,N,,821,active,2023-01-09T00:00:00.000,2026-03-11T11:19:15.001
222,8210CO11154,111821,Kennedy Avenue,Kennedy Avenue,Ascal Uí Chinnéide,Ascal Uí Chinnéide,,,E0821025,ITM,671997,676588,52.835423,-6.931463,BCT,MKD,OTH,N,,821,active,2023-01-09T00:00:00.000,2026-03-11T11:19:15.001
