,AtcoCode,PlateCode,CommonName,ShortCommonName,CommonNameGA,ShortCommonNameGA,Indicator,Street,NptgLocalityRef,GridType,Easting,Northing,Latitude,Longitude,StopType,BusStopType,TimingStatus,CompassPoint,StopAreaRef,AdministrativeAreaRef,Status,CreationDateTime,ModificationDateTime
1133,8220DB000350,350,Lombard Street East,Lombard Street East,Sráid Lombard Thoir,Sráid Lombard Thoir,,Lower Sandwith Street,E0822091,ITM,716539,734251,53.345632,-6.249768,BCT,MKD,OTH,E,822G002939,822,active,2000-01-01T00:00:00.000,2025-11-13T10:03:46.250
1134,8220DB000398,398,Erne Street,Erne Street,Sráid na hÉirne,Sráid na hÉirne,,Pearse Street,E0822086,ITM,716831,733998,53.3432949,-6.2454784,BCT,MKD,OTH,W,822G002940,822,active,2000-01-01T00:00:00.000,2025-11-12T11:40:57.142
1135,8220DB000351,351,Erne Street,Erne Street,Sráid na hÉirne,Sráid na hÉirne,,Pearse Street,E0822086,ITM,716842,734012,53.3434183,-6.2453082,BCT,MKD,OTH,E,822G002940,822,active,2000-01-01T00:00:00.000,2026-01-19T09:28:36.144
1136,8220DB000352,352,Pearse Square,Pearse Sq,Cearnóg an Phiarsaigh,Crng an Phiarsaigh,,Pearse Street,E0822088,ITM,717036,733969,53.342989,-6.242412,BCT,MKD,OTH,E,822G002941,822,active,2000-01-01T00:00:00.000,2025-11-12T12:00:06.048
1137,8220DB000396,396,Grand Canal Quay,Grnd Canal Quay,Cé na Canálach Móire,Cé na Canálach Mór,,Pearse Street,E0822088,ITM,717219,733916,53.34247,-6.23968,BCT,MKD,OTH,W,822G002942,822,active,2000-01-01T00:00:00.000,2026-05-20T14:15:36.406
1138,8220DB000353,353,Grand Canal Quay,Grnd Canal Quay,Cé na Canálach Móire,Cé na Canálach Mór,,Pearse Street,E0822088,ITM,717224,733934,53.34263,-6.2396,BCT,MKD,OTH,E,822G002942,822,active,2000-01-01T00:00:00.000,2026-05-20T14:16:06.707
1139,8220DB000403,403,Nassau Street,Nassau Street,Sráid Nassau,Sráid Nassau,Opposite,Nassau Street,E0822090,ITM,716085,733915,53.342714,-6.256706,BCT,MKD,OTH,E,822G002943,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1140,8220DB000404,404,Nassau Street,Nassau Street,Sráid Nassau,Sráid Nassau,Opposite,Nassau Street,E0822090,ITM,716109,733910,53.342663,-6.256348,BCT,MKD,OTH,E,822G002943,822,active,2000-01-01T00:00:00.000,2026-04-10T12:35:47.127
1141,8220DB000405,405,Nassau Street,Nassau Street,Sráid Nassau,Sráid Nassau,Opposite,,E0822090,ITM,716159,733891,53.3424817,-6.2556044,BCT,MKD,OTH,E,822G002944,822,active,2000-01-01T00:00:00.000,2026-02-03T09:16:39.023
1142,8220DB000406,406,Nassau Street,Nassau Street,Sráid Nassau,Sráid Nassau,Opposite,Nassau Street,E0822090,ITM,716124,733904,53.342606,-6.256125,BCT,MKD,OTH,E,822G002945,822,active,2000-01-01T00:00:00.000,2026-02-03T09:26:56.184
1143,8220DB000400,400,Shaw Street,Shaw Street,Sráid an tSeáigh,Sráid an tSeáigh,Opposite,Pearse Street,E0822090,ITM,716300,734158,53.344849,-6.25339,BCT,MKD,OTH,W,822G002946,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1144,8220DB000413,413,Lansdowne Park,Lansdowne Park,Páirc Lansdún,Páirc Lansdún,,Northumberland Road,E0822091,ITM,717451,732989,53.334094,-6.236546,BCT,MKD,OTH,SE,822G002947,822,active,2000-01-01T00:00:00.000,2026-02-03T14:41:52.468
1145,8220DB000414,414,Lansdowne Road,Lansdowne Road,Páirc Lansdún,Páirc Lansdún,,,E0822029,ITM,717596,732712,53.331574,-6.234473,BCT,MKD,OTH,SE,822G002948,822,active,2000-01-01T00:00:00.000,2026-04-16T15:55:26.412
1146,8220DB000415,415,American Embassy,American Embassy,Ambasáid Mheiriceá,Ambasáid Mheiriceá,Opposite,Pembroke Road,E0822029,ITM,717701,732577,53.330338,-6.232948,BCT,MKD,OTH,SE,822G002949,822,active,2000-01-01T00:00:00.000,2026-02-03T10:04:31.906
1147,8220DB000489,489,St Mary's Road South,St Mary's Rd South,Bóthar Mhuire Theas,Bóthar Mhuire Theas,,,E0822091,ITM,717395,733082,53.334942,-6.237352,BCT,MKD,OTH,N,822G002950,822,active,2000-01-01T00:00:00.000,2026-02-03T11:19:56.447
1148,8220DB000412,412,Haddington Road,Haddington Road,Bóthar Haddington,Bóthar Haddington,,,E0822091,ITM,717399,733117,53.335256,-6.237279,BCT,MKD,OTH,SE,822G002950,822,active,2000-01-01T00:00:00.000,2026-02-03T14:44:33.989
1149,8220DB000491,491,Mount Street Bridge,Mount Street Bridge,Dr Shráid an Mhóta,Dr Shráid an Mhóta,,Lower Mount Street,E0822091,ITM,717122,733395,53.337814,-6.241333,BCT,MKD,OTH,NW,822G002951,822,active,2000-01-01T00:00:00.000,2026-04-23T10:56:28.911
1150,8220DB000411,411,Mount Street Bridge,Mount Street Br,Droichead Shráid an Mhóta,Dr Shráid an Mhóta,,Lower Mount Street,E0822091,ITM,717092,733428,53.338117,-6.241772,BCT,MKD,OTH,SE,822G002951,822,active,2000-01-01T00:00:00.000,2024-12-09T10:52:40.000
1151,8220DB000381,381,St John's Church,St John's Church,Séipeál Eoin,Séipeál Eoin,,Park Avenue,E0822028,ITM,719088,731942,53.3243238,-6.2123742,BCT,MKD,OTH,N,822G002956,822,active,2000-01-01T00:00:00.000,2025-11-13T12:21:42.078
1152,8220DB000393,393,Tritonville Road,Tritonville Road,Bóthar Tritonville,Bóthar Tritonville,Opposite,Tritonville Road,E0822028,ITM,718387,733325,53.336904,-6.222375,BCT,MKD,OTH,S,822G002957,822,active,2000-01-01T00:00:00.000,2026-01-19T11:51:34.993
1153,8220DB000395,395,Ringsend Road,Ringsend Road,Bóthar na Rinne,Bóthar na Rinne,,Ringsend Road,E0822026,ITM,717514,733864,53.34194,-6.235277,BCT,MKD,OTH,E,822G002958,822,active,2000-01-01T00:00:00.000,2026-02-27T09:23:47.445
1154,8220DB000397,397,Pearse Square,Pearse Sq,Cearnóg an Phiarsaigh,Crng an Phiarsaigh,,Pearse Street,E0822088,ITM,717063,733947,53.342786,-6.242015,BCT,MKD,OTH,E,822G002959,822,active,2000-01-01T00:00:00.000,2025-11-12T11:38:03.081
1155,8220DB000392,392,Ringsend Village,Ringsend Village,An Rinn Láir,An Rinn Láir,Opposite,Bridge Street,E0822026,ITM,718038,733854,53.341734,-6.227415,BCT,MKD,OTH,W,822G002960,822,active,2000-01-01T00:00:00.000,2026-03-23T09:07:05.766
1156,8220DB000388,388,Farney Park,Farney Park,Páirc Fhearnaí,Páirc Fhearnaí,,Sandymount Road,E0822028,ITM,718653,733065,53.334509,-6.21848,BCT,MKD,OTH,SE,822G002961,822,active,2000-01-01T00:00:00.000,2025-11-13T12:30:47.822
1157,8220DB000390,390,Tritonville Road,Tritonville Road,Bóthar Tritonville,Bóthar Tritonville,,Tritonville Road,E0822028,ITM,718394,733406,53.3376299,-6.2222395,BCT,MKD,OTH,S,822G002962,822,active,2000-01-01T00:00:00.000,2024-11-22T16:06:06.609
1158,8220DB000391,391,Saint Brendan's Cottages,St Brendan's Ctgs,Iostáin Bhréanainn,Iost Bhréanainn,,Irishtown Road,E0822027,ITM,718275,733674,53.340064,-6.223925,BCT,MKD,OTH,NW,822G002963,822,active,2000-01-01T00:00:00.000,2025-08-11T11:09:25.448
1159,8220DB000265,265,Parnell Square East,Parnell Square East,Cg Parnell Thoir,Cg Parnell Thoir,Opposite,,E0822013,ITM,715727,735065,53.353122,-6.261658,BCT,MKD,OTH,SE,822G002964,822,active,2000-01-01T00:00:00.000,2026-02-25T12:34:12.365
1160,8220DB000264,264,Parnell Square East,Parnell Square East,Cg Parnell Thoir,Cg Parnell Thoir,,,E0822013,ITM,715706,735086,53.353316,-6.26197,BCT,MKD,OTH,SE,822G002965,822,active,2000-01-01T00:00:00.000,2026-01-16T15:33:58.446
1161,8220DB000260,260,Parnell Square East,Parnell Square East,Cg Parnell Thoir,Cg Parnell Thoir,,Parnell Square East,E0822013,ITM,715626,735193,53.354294,-6.2631291,BCT,MKD,OTH,SE,822G002966,822,active,2000-01-01T00:00:00.000,2024-10-30T16:39:30.360
1162,8220DB000261,261,Parnell Square East,Parnell Sq East,Cearnóg Parnell Thoir,Crng Parnell Thoir,Opposite,Parnell Square East,E0822013,ITM,715645,735167,53.354056,-6.262853,BCT,MKD,OTH,SE,822G002967,822,active,2000-01-01T00:00:00.000,2026-03-11T11:18:06.032
1163,8220DB000263,263,Parnell Square East,Parnell Sq East,Cearnóg Parnell Thoir,Crng Parnell Thoir,Opposite,Parnell Square East,E0822013,ITM,715669,735133,53.353746,-6.262505,BCT,MKD,OTH,SE,822G002968,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1164,8220DB000262,262,Parnell Square East,Parnell Sq East,Cearnóg Parnell Thoir,Crng Parnell Thoir,,Parnell Square East,E0822013,ITM,715652,735155,53.353947,-6.262753,BCT,MKD,OTH,SE,822G002968,822,active,2000-01-01T00:00:00.000,2025-10-13T16:17:47.492
1165,8220DB000281,281,O'Connell Street Upper,O'Connell St Upper,Sráid Uí Chonaill Uachtarach,Sd Uí Chonaill Uacht,,Upper O'Connell Street,E0822013,ITM,715768,734868,53.351343,-6.261116,BCT,MKD,OTH,S,822G002969,822,active,2000-01-01T00:00:00.000,2026-03-24T11:48:56.445
1166,8220DB000277,277,O'Connell Street Upper,O'Connell St Upper,Sráid Uí Chonaill Uachtarach,Sd Uí Chonaill Uacht,,Upper O'Connell Street,E0822013,ITM,715810,734811,53.3508223,-6.2605063,BCT,MKD,OTH,S,822G002970,822,active,2000-01-01T00:00:00.000,2025-11-11T11:03:47.299
1167,8220DB000273,273,O'Connell Bridge,O'Connell Br,Droichead Uí Chonaill,Dr Uí Chonaill,,Lower O'Connell Street,E0822091,ITM,715932,734416,53.347247,-6.258819,BCT,MKD,OTH,S,822G002971,822,active,2000-01-01T00:00:00.000,2026-01-19T08:43:15.624
1168,8220DB000276,276,River Road,River Road,Bóthar na hAbhann,Bóthar na hAbhann,,River Road,E0822001,ITM,710995,737655,53.377402,-6.331797,BCT,MKD,OTH,E,822G002973,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1169,8220DB000246,246,Artaine Castle,Artaine Castle,Caisleán Ard Aidhin,Caisleán Ard Aidhin,,Kilmore Road,E0822036,ITM,718662,738703,53.385151,-6.216231,BCT,MKD,OTH,S,822G002975,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1170,8220DB000249,249,Artaine Castle,Artaine Castle,Caisleán Ard Aidhin,Caisleán Ard Aidhin,Opposite,Kilmore Road,E0822036,ITM,718668,738679,53.384934,-6.21615,BCT,MKD,OTH,S,822G002975,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1171,8220DB001224,1224,Maryfield Avenue,Maryfield Ave,Ascaill Ghort Mhuire,Asc Ghort Mhuire,,Ardlea Road,E0822036,ITM,719010,738878,53.386644,-6.210936,BCT,MKD,OTH,SE,822G002976,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1172,8220DB001240,1240,Maryfield Avenue,Maryfield Ave,Ascaill Ghort Mhuire,Asc Ghort Mhuire,,Ardlea Road,E0822036,ITM,718994,738897,53.386818,-6.21117,BCT,MKD,OTH,E,822G002976,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1173,8220DB000248,248,Maryfield Drive,Maryfield Drive,Céide Ghort Mhuire,Céide Ghort Mhuire,,Maryfield Drive,E0822036,ITM,718778,738752,53.3855646,-6.2144696,BCT,MKD,OTH,SW,822G002977,822,active,2000-01-01T00:00:00.000,2025-01-29T12:47:54.137
1174,8220DB000250,250,Whitethorn Rise,Whitethorn Rise,Ard na Sceiche Gile,Ard na Sceiche Gile,,Skellys Lane,E0822034,ITM,718397,738615,53.384419,-6.220245,BCT,MKD,OTH,W,822G002978,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1175,8220DB000245,245,Whitethorn Rise,Whitethorn Rise,Ard na Sceiche Gile,Ard na Sceiche Gile,Opposite,Skelly's Lane,E0822034,ITM,718442,738622,53.384472,-6.219567,BCT,MKD,OTH,E,822G002978,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1176,8220DB000243,243,Beaumont Crescent,Beaumont Crescent,Corrán Beaumont,Corrán Beaumont,,Beaumont Road,E0822034,ITM,717775,738751,53.38578,-6.22954,BCT,MKD,OTH,E,822G002980,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1177,8220DB000244,244,Skelly's Lane,Skelly's Lane,Lána Uí Scalaí,Lána Uí Scalaí,Opposite,Skelly's Lane,E0822034,ITM,718179,738674,53.384998,-6.223498,BCT,MKD,OTH,E,822G002981,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1178,8220DB000242,242,Coolgreena Road,Coolgreena Rd,Bóthar Chúil Ghréine,Br Chúil Ghréine,,Beaumont Road,E0822034,ITM,717611,738733,53.385655,-6.23201,BCT,MKD,OTH,E,822G002982,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1179,8220DB000255,255,Coolgreena Road,Coolgreena Rd,Bóthar Chúil Ghréine,Br Chúil Ghréine,Opposite,Beaumont Road,E0822034,ITM,717643,738727,53.385594,-6.231532,BCT,MKD,OTH,W,822G002982,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1180,8220DB000251,251,Skelly's Lane,Skelly's Lane,Lána Uí Scalaí,Lána Uí Scalaí,,Skelly's Lane,E0822034,ITM,718198,738656,53.384832,-6.22322,BCT,MKD,OTH,W,822G002986,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1181,8220DB000252,252,Beaumont Crescent,Beaumont Crescent,Corrán Beaumont,Corrán Beaumont,,Skelly's Lane,E0822034,ITM,717880,738730,53.385568,-6.22797,BCT,MKD,OTH,E,822G002987,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1182,8220DB000315,315,Bachelors Walk,Bachelors Walk,Siúlán Bhaitsiléir,Siúlán Bhaitsiléir,,,E0822013,ITM,715743,734387,53.347028,-6.261667,BCT,MKD,OTH,NE,822G002988,822,active,2000-01-01T00:00:00.000,2026-05-06T14:53:34.742
1183,8220DB000316,316,Bachelors Walk,Bachelors Walk,Siúlán Bhaitsiléir,Siúlán Bhaitsiléir,,,E0822013,ITM,715706,734371,53.346893,-6.262228,BCT,MKD,OTH,E,822G002989,822,active,1969-12-31T00:00:00.000,2024-09-12T16:01:59.191
1184,8220DB000320,320,Westmoreland Street,Westmoreland Street,Sráid Westmoreland,Sráid Westmoreland,,Westmoreland Street,E0822091,ITM,715904,734237,53.3456456,-6.2593052,BCT,MKD,OTH,N,822G002990,822,active,2000-01-01T00:00:00.000,2025-04-11T12:44:00.100
1185,8220DB000317,317,Westmoreland Street,Westmoreland Street,Sráid Westmoreland,Sráid Westmoreland,,Westmoreland Street,E0822091,ITM,715904,734335,53.346526,-6.259269,BCT,MKD,OTH,S,822G002990,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1186,8220DB000319,319,Westmoreland Street,Westmoreland Street,Sráid Westmoreland,Sráid Westmoreland,,,E0822091,ITM,715903,734301,53.34622,-6.25929,BCT,MKD,OTH,N,822G002990,822,active,2000-01-01T00:00:00.000,2026-03-30T10:15:11.995
1187,8220DB000308,308,Oscar Square,Oscar Square,Cearnóg Oscair,Cearnóg Oscair,,Oscar Square,E0822067,ITM,714581,733217,53.336771,-6.279534,BCT,MKD,OTH,S,822G002992,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1188,8220DB000312,312,Wellington Quay,Wellington Quay,Cé Wellington,Cé Wellington,,,E0822089,ITM,715445,734207,53.3454765,-6.2662062,BCT,MKD,OTH,W,822G002993,822,active,2000-01-01T00:00:00.000,2026-05-27T12:50:39.474
1189,8220DB000330,330,Crampton Quay,Crampton Quay,Cé Crampton,Cé Crampton,,Crampton Quay,E0822089,ITM,715701,734286,53.34613,-6.262334,BCT,CUS,OTH,W,822G002994,822,active,1969-12-31T00:00:00.000,2026-03-11T11:19:15.001
1190,8220DB000333,333,D'Olier Street,D'Olier Street,Sráid D'Olier,Sráid D'Olier,,D'Olier Street,E0822091,ITM,715965,734355,53.346692,-6.258346,BCT,MKD,OTH,NW,822G002995,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1191,8220DB000334,334,D'Olier Street,D'Olier Street,Sráid D'Olier,Sráid D'Olier,,D'Olier Street,E0822091,ITM,715980,734343,53.346581,-6.258126,BCT,MKD,OTH,NW,822G002996,822,active,2000-01-01T00:00:00.000,2026-01-19T08:53:10.632
1192,8220DB007591,7591,Abbey Street Lower,Abbey St Lower,Sd na Mainistreach,Sd na Mainistreach,,Lower Abbey Street,E0822013,ITM,716060,734602,53.34889,-6.25683,BCT,MKD,OTH,E,822G002997,822,active,2015-02-26T00:00:00.000,2026-02-19T12:58:25.966
1193,8220DB000292,292,Abbey Street Lower,Abbey St Lower,Sd na Mainistreach,Sd na Mainistreach,,Lower Abbey Street,E0822013,ITM,716164,734639,53.3492,-6.255255,BCT,MKD,OTH,E,822G002998,822,active,2000-01-01T00:00:00.000,2026-02-09T11:38:53.298
1194,8220DB000289,289,Abbey Street,Abbey St,Sráid na Mainistreach,Sr na Mainistreach,,Lower Abbey Street,E0822013,ITM,716095,734619,53.349035,-6.256298,BCT,MKD,OTH,E,822G002998,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1195,8220DB000188,188,Doyle's Corner,Doyle's Corner,Coirnéal Uí Dhúill,Coirnéal Uí Dhúill,,Phibsboro Road,E0822056,ITM,714981,735826,53.360121,-6.272583,BCT,MKD,OTH,S,822G002999,822,active,2000-01-01T00:00:00.000,2026-01-20T12:27:44.553
1196,8220DB000189,189,Phibsborough Road,Phibsborough Road,Bóthar Bhaile Phib,Bóthar Bhaile Phib,Opposite,Phibsboro Road,E0822056,ITM,714930,735496,53.357167,-6.273469,BCT,MKD,OTH,S,822G003000,822,active,2000-01-01T00:00:00.000,2026-01-20T09:23:34.127
1197,8220DB000200,200,Prospect Way,Prospect Way,Bealach na Radharc,Bealach na Radharc,,Prospect Way,E0822022,ITM,715027,736640,53.367423,-6.271596,BCT,MKD,OTH,E,822G003001,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1198,8220DB000201,201,Wayfinding Centre,Wayfinding Centre,An Treoionad,An Treoionad,,Botanic Road,E0822022,ITM,715123,736739,53.368291,-6.270119,BCT,MKD,OTH,S,822G003002,822,active,2000-01-01T00:00:00.000,2026-01-20T09:44:29.303
1199,8220DB000185,185,Wayfinding Centre,Wayfinding Centre,An Treoionad,An Treoionad,,Botanic Road,E0822022,ITM,715130,736718,53.368101,-6.270021,BCT,MKD,OTH,N,822G003002,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1200,8220DB000202,202,Fairfield Road,Fairfield Rd,Bóthar an Ghoirt Aoibhinn,Br an Grt Aoibhinn,Opposite,Botanic Road,E0822022,ITM,715199,736940,53.37008,-6.268904,BCT,MKD,OTH,SW,822G003003,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1201,8220DB000203,203,Whitehall Village,Whitehall Village,Fionnbhrú Láir,Fionnbhrú Láir,,Swords Road,E0822025,ITM,716439,737673,53.376393,-6.25001,BCT,MKD,OTH,SW,822G003004,822,active,2000-01-01T00:00:00.000,2026-04-24T13:59:04.129
1202,8220DB000195,195,Broadstone,Broadstone,An Chloch Leathan,An Chloch Leathan,,Phibsboro Road,E0822056,ITM,714929,735256,53.3550118,-6.273571,BCT,MKD,OTH,S,822G003005,822,active,2000-01-01T00:00:00.000,2026-01-20T13:27:09.401
1203,8220DB000198,198,Doyle's Corner,Doyle's Corner,Coirnéal Uí Dhúill,Coirnéal Uí Dhúill,,Phibsboro Road,E0822056,ITM,714960,735993,53.361625,-6.272838,BCT,MKD,OTH,S,822G003006,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1204,8220DB000173,173,Glasnamana Place,Glasnamana Pl,Plás Ghlas na Manach,Pl Ghlas na Manach,,Glasnamana Place,E0822022,ITM,714392,738261,53.382122,-6.280547,BCT,MKD,OTH,S,822G003008,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1205,8220DB000174,174,Tolka Estate,Tolka Estate,Eastát na Tulchann,Eastát na Tulchann,,Tolka Road Estate,E0822022,ITM,714369,738100,53.3806804,-6.2809506,BCT,MKD,OTH,S,822G003009,822,active,2000-01-01T00:00:00.000,2025-10-06T09:18:00.513
1206,8220DB000175,175,Northland Grove,Northland Gr,Garrán an Fhearainn Thuaidh,Grrn an Frn Thuaidh,,Tolka Road Estate,E0822022,ITM,714334,737848,53.378424,-6.281568,BCT,MKD,OTH,S,822G003010,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1207,8220DB000156,156,Northland Grove,Northland Gr,Garrán an Fhearainn Thuaidh,Grrn an Frn Thuaidh,,Tolka Road Estate,E0822022,ITM,714327,737870,53.378623,-6.281665,BCT,MKD,OTH,S,822G003010,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1208,8220DB000163,163,Ferndale Avenue,Ferndale Ave,Ascaill Ghleanntán na Raithní,Asc Gltn na Raithní,,Ballygall Road East,E0822063,ITM,714439,738822,53.387151,-6.279637,BCT,CUS,OTH,N,822G003014,822,active,1969-12-31T00:00:00.000,2025-09-22T08:44:01.000
1209,8220DB000181,181,Cremore Avenue,Cremore Ave,Ascaill Chríoch Mhór,Asc Chríoch Mhór,,Old Finglas Road,E0822022,ITM,714826,737718,53.37715,-6.274224,BCT,MKD,OTH,SE,822G003015,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1210,8220DB000153,153,Met Éireann,Met Éireann,Met Éireann,Met Éireann,Opposite,Glasnevin Hill,E0822022,ITM,715102,737562,53.375689,-6.270134,BCT,MKD,OTH,SE,822G003016,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1211,8220DB000182,182,Met Éireann,Met Éireann,Met Éireann,Met Éireann,,Glasnevin Hill,E0822022,ITM,715124,737559,53.375657,-6.269805,BCT,MKD,OTH,SE,822G003016,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1212,8220DB000151,151,Botanic Gardens,Botanic Gardens,Garraithe na Lus,Garraithe na Lus,,Botanic Road,E0822022,ITM,715168,737148,53.371955,-6.269294,BCT,MKD,OTH,NE,822G003017,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1213,8220DB000183,183,Botanic Gardens,Botanic Gardens,Garraithe na Lus,Garraithe na Lus,Opposite,Botanic Road,E0822022,ITM,715203,737189,53.372316,-6.268753,BCT,MKD,OTH,NE,822G003017,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1214,8220DB000184,184,Fairfield Road,Fairfield Rd,Bóthar an Ghoirt Aoibhinn,Br an Grt Aoibhinn,,Botanic Road,E0822022,ITM,715195,736898,53.369704,-6.268979,BCT,MKD,OTH,N,822G003018,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1215,8220DB000176,176,Old Finglas Road,Ol Finglas Rd,Seanbhóthar Fhionnghlaise,Snbr Fhionnghlaise,,Old Finglas Road,E0822022,ITM,714486,737808,53.378032,-6.279299,BCT,MKD,OTH,E,822G003019,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1216,8220DB000155,155,Old Finglas Road,Ol Finglas Rd,Seanbhóthar Fhionnghlaise,Snbr Fhionnghlaise,,Old Finglas Road,E0822022,ITM,714472,737795,53.37792,-6.27951,BCT,MKD,OTH,W,822G003019,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1217,8220DB004372,4372,Ballygall Road East,Ballygall Rd E,Bóthar Bhaile Gall Thoir,Br Bhaile Gall Oir,,Ballygall Road East,E0822022,ITM,714688,738260,53.382049,-6.2761,BCT,MKD,OTH,S,822G003020,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1218,8220DB000178,178,Ballygall Road East,Ballygall Rd E,Bóthar Bhaile Gall Thoir,Br Bhaile Gall Oir,Opposite,Ballygall Road East,E0822022,ITM,714672,738242,53.38189,-6.276347,BCT,MKD,OTH,S,822G003020,822,active,2000-01-01T00:00:00.000,2026-03-11T11:19:15.001
1219,8220DB000237,237,Whitehall Cross,Whitehall Cross,Crois Fhionnbhrú,Crois Fhionnbhrú,,Collins Avenue,E0822025,ITM,716855,738311,53.382032,-6.243525,BCT,MKD,OTH,NW,822G003028,822,active,2000-01-01T00:00:00.000,2026-01-08T09:29:28.086
1220,8220DB000236,236,Yellow Road,Yellow Road,An Bóthar Buí,An Bóthar Buí,Opposite,Collindale,E0822034,ITM,717210,738325,53.38208,-6.23819,BCT,MKD,OTH,SW,822G003031,822,active,2000-01-01T00:00:00.000,2026-03-25T14:45:42.236
1221,8220DB000216,216,Yellow Road,Yellow Road,An Bóthar Buí,An Bóthar Buí,,Beaumont Road,E0822034,ITM,717209,738353,53.382331,-6.238191,BCT,MKD,OTH,NE,822G003031,822,active,2000-01-01T00:00:00.000,2025-04-29T14:52:50.001
1222,8220DB000218,218,Shantalla Road,Shantalla Road,Bóthar Sheantalaimh,Bóthar Sheantalaimh,,Shantalla Road,E0822034,ITM,717492,738760,53.385924,-6.233788,BCT,MKD,OTH,N,822G003033,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1223,8220DB000233,233,Shantalla Road,Shantalla Road,Bóthar Sheantalaimh,Bóthar Sheantalaimh,,Shantalla Road,E0822034,ITM,717509,738749,53.385821,-6.233537,BCT,MKD,OTH,N,822G003033,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1224,8220DB000234,234,Beaumont Grove,Beaumont Grove,Garrán Beaumont,Garrán Beaumont,Opposite,Beaumont Road,E0822034,ITM,717426,738650,53.384951,-6.234821,BCT,MKD,OTH,NE,822G003034,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1225,8220DB000235,235,Grace Park Court,Grace Park Ct,Cúirt Pháirc na nGrás,Ct Pháirc na nGrás,Opposite,Beaumont Road,E0822034,ITM,717269,738462,53.383297,-6.237249,BCT,MKD,OTH,S,822G003035,822,active,2000-01-01T00:00:00.000,2025-04-29T14:52:50.001
1226,8220DB000209,209,Larkhill Road,Larkhill Road,Cnoc na Fuiseoige,Cnoc na Fuiseoige,Opposite,Larkhill Road,E0822025,ITM,716682,738890,53.387271,-6.24591,BCT,MKD,OTH,NW,822G003036,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1227,8220DB000210,210,Crestfield Road,Crestfield Road,Gort an Mhullaigh,Gort an Mhullaigh,Opposite,Larkhill Road,E0822025,ITM,716521,738922,53.387594,-6.248318,BCT,MKD,OTH,NE,822G003037,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
1228,8220DB000212,212,Larkhill Road,Larkhill Rd,Bóthar Chnoc na Fuiseoige,Br Cn na Fuiseoige,,Collins Avenue West,E0822025,ITM,716670,738436,53.383196,-6.246258,BCT,MKD,OTH,SE,822G003038,822,active,2000-01-01T00:00:00.000,2025-09-09T10:02:31.000
1229,8220DB000206,206,Larkhill Road,Larkhill Rd,Bóthar Chnoc na Fuiseoige,Br Cn na Fuiseoige,,Collins Avenue West,E0822025,ITM,716588,738473,53.383546,-6.247477,BCT,MKD,OTH,W,822G003038,822,active,2000-01-01T00:00:00.000,2025-09-22T08:45:29.001
