Statistic Label,Week,Mode of Transport,UNIT,VALUE
Passenger Journeys,2024 Week 13,Rail,Number,795400
Passenger Journeys,2024 Week 14,Dublin Metro Bus,Number,3072739
Passenger Journeys,2024 Week 14,"Bus, excluding Dublin Metro",Number,786255
Passenger Journeys,2024 Week 14,Rail,Number,807979
Passenger Journeys,2024 Week 15,Dublin Metro Bus,Number,3579561
Passenger Journeys,2024 Week 15,"Bus, excluding Dublin Metro",Number,947095
Passenger Journeys,2024 Week 15,Rail,Number,935577
Passenger Journeys,2024 Week 16,Dublin Metro Bus,Number,3611498
Passenger Journeys,2024 Week 16,"Bus, excluding Dublin Metro",Number,979029
Passenger Journeys,2024 Week 16,Rail,Number,942024
Passenger Journeys,2024 Week 17,Dublin Metro Bus,Number,3570618
Passenger Journeys,2024 Week 17,"Bus, excluding Dublin Metro",Number,957431
Passenger Journeys,2024 Week 17,Rail,Number,851664
Passenger Journeys,2024 Week 18,Dublin Metro Bus,Number,3549426
Passenger Journeys,2024 Week 18,"Bus, excluding Dublin Metro",Number,939554
Passenger Journeys,2024 Week 18,Rail,Number,920220
Passenger Journeys,2024 Week 19,Dublin Metro Bus,Number,3283577
Passenger Journeys,2024 Week 19,"Bus, excluding Dublin Metro",Number,900426
Passenger Journeys,2024 Week 19,Rail,Number,902356
Passenger Journeys,2024 Week 20,Dublin Metro Bus,Number,3476640
Passenger Journeys,2024 Week 20,"Bus, excluding Dublin Metro",Number,928977
Passenger Journeys,2024 Week 20,Rail,Number,920252
Passenger Journeys,2024 Week 21,Dublin Metro Bus,Number,3386256
Passenger Journeys,2024 Week 21,"Bus, excluding Dublin Metro",Number,905073
Passenger Journeys,2024 Week 21,Rail,Number,869213
Passenger Journeys,2024 Week 22,Dublin Metro Bus,Number,3447934
Passenger Journeys,2024 Week 22,"Bus, excluding Dublin Metro",Number,931660
Passenger Journeys,2024 Week 22,Rail,Number,944432
Passenger Journeys,2024 Week 23,Dublin Metro Bus,Number,3101568
Passenger Journeys,2024 Week 23,"Bus, excluding Dublin Metro",Number,841165
Passenger Journeys,2024 Week 23,Rail,Number,831534
Passenger Journeys,2024 Week 24,Dublin Metro Bus,Number,3303254
Passenger Journeys,2024 Week 24,"Bus, excluding Dublin Metro",Number,895751
Passenger Journeys,2024 Week 24,Rail,Number,854327
Passenger Journeys,2024 Week 25,Dublin Metro Bus,Number,3342692
Passenger Journeys,2024 Week 25,"Bus, excluding Dublin Metro",Number,905743
Passenger Journeys,2024 Week 25,Rail,Number,933009
Passenger Journeys,2024 Week 26,Dublin Metro Bus,Number,3328878
Passenger Journeys,2024 Week 26,"Bus, excluding Dublin Metro",Number,897215
Passenger Journeys,2024 Week 26,Rail,Number,1005579
Passenger Journeys,2024 Week 27,Dublin Metro Bus,Number,3273760
Passenger Journeys,2024 Week 27,"Bus, excluding Dublin Metro",Number,875176
Passenger Journeys,2024 Week 27,Rail,Number,950951
Passenger Journeys,2024 Week 28,Dublin Metro Bus,Number,3215134
Passenger Journeys,2024 Week 28,"Bus, excluding Dublin Metro",Number,886775
Passenger Journeys,2024 Week 28,Rail,Number,888783
Passenger Journeys,2024 Week 29,Dublin Metro Bus,Number,3214817
Passenger Journeys,2024 Week 29,"Bus, excluding Dublin Metro",Number,880765
Passenger Journeys,2024 Week 29,Rail,Number,877893
Passenger Journeys,2024 Week 30,Dublin Metro Bus,Number,3229504
Passenger Journeys,2024 Week 30,"Bus, excluding Dublin Metro",Number,894631
Passenger Journeys,2024 Week 30,Rail,Number,921598
Passenger Journeys,2024 Week 31,Dublin Metro Bus,Number,3167600
Passenger Journeys,2024 Week 31,"Bus, excluding Dublin Metro",Number,877395
Passenger Journeys,2024 Week 31,Rail,Number,937530
Passenger Journeys,2024 Week 32,Dublin Metro Bus,Number,2993499
Passenger Journeys,2024 Week 32,"Bus, excluding Dublin Metro",Number,832984
Passenger Journeys,2024 Week 32,Rail,Number,848797
Passenger Journeys,2024 Week 33,Dublin Metro Bus,Number,3219208
Passenger Journeys,2024 Week 33,"Bus, excluding Dublin Metro",Number,884979
Passenger Journeys,2024 Week 33,Rail,Number,925615
Passenger Journeys,2024 Week 34,Dublin Metro Bus,Number,3233460
Passenger Journeys,2024 Week 34,"Bus, excluding Dublin Metro",Number,880770
Passenger Journeys,2024 Week 34,Rail,Number,910081
Passenger Journeys,2024 Week 35,Dublin Metro Bus,Number,3471490
Passenger Journeys,2024 Week 35,"Bus, excluding Dublin Metro",Number,928814
Passenger Journeys,2024 Week 35,Rail,Number,989271
Passenger Journeys,2024 Week 36,Dublin Metro Bus,Number,3537749
Passenger Journeys,2024 Week 36,"Bus, excluding Dublin Metro",Number,970583
Passenger Journeys,2024 Week 36,Rail,Number,1002382
Passenger Journeys,2024 Week 37,Dublin Metro Bus,Number,3706998
Passenger Journeys,2024 Week 37,"Bus, excluding Dublin Metro",Number,1025239
Passenger Journeys,2024 Week 37,Rail,Number,944572
Passenger Journeys,2024 Week 38,Dublin Metro Bus,Number,3794314
Passenger Journeys,2024 Week 38,"Bus, excluding Dublin Metro",Number,1100942
Passenger Journeys,2024 Week 38,Rail,Number,1044843
Passenger Journeys,2024 Week 39,Dublin Metro Bus,Number,3779047
Passenger Journeys,2024 Week 39,"Bus, excluding Dublin Metro",Number,1050790
Passenger Journeys,2024 Week 39,Rail,Number,1016204
Passenger Journeys,2024 Week 40,Dublin Metro Bus,Number,3801095
Passenger Journeys,2024 Week 40,"Bus, excluding Dublin Metro",Number,1055024
Passenger Journeys,2024 Week 40,Rail,Number,1061862
Passenger Journeys,2024 Week 41,Dublin Metro Bus,Number,3874248
Passenger Journeys,2024 Week 41,"Bus, excluding Dublin Metro",Number,1093954
Passenger Journeys,2024 Week 41,Rail,Number,1111384
Passenger Journeys,2024 Week 42,Dublin Metro Bus,Number,3853829
Passenger Journeys,2024 Week 42,"Bus, excluding Dublin Metro",Number,1054856
Passenger Journeys,2024 Week 42,Rail,Number,1099977
Passenger Journeys,2024 Week 43,Dublin Metro Bus,Number,3750530
Passenger Journeys,2024 Week 43,"Bus, excluding Dublin Metro",Number,1081932
Passenger Journeys,2024 Week 43,Rail,Number,984519
Passenger Journeys,2024 week 44,Dublin Metro Bus,Number,3334027
Passenger Journeys,2024 week 44,"Bus, excluding Dublin Metro",Number,924921
Passenger Journeys,2024 week 44,Rail,Number,913124
Passenger Journeys,2024 Week 45,Dublin Metro Bus,Number,3782514
Passenger Journeys,2024 Week 45,"Bus, excluding Dublin Metro",Number,1054455
Passenger Journeys,2024 Week 45,Rail,Number,1087992
Passenger Journeys,2024 Week 46,Dublin Metro Bus,Number,3801077
Passenger Journeys,2024 Week 46,"Bus, excluding Dublin Metro",Number,1067757
Passenger Journeys,2024 Week 46,Rail,Number,1068454
Passenger Journeys,2024 Week 47,Dublin Metro Bus,Number,3690266
Passenger Journeys,2024 Week 47,"Bus, excluding Dublin Metro",Number,976677
Passenger Journeys,2024 Week 47,Rail,Number,993364
Passenger Journeys,2024 Week 48,Dublin Metro Bus,Number,3817764
Passenger Journeys,2024 Week 48,"Bus, excluding Dublin Metro",Number,1029821
Passenger Journeys,2024 Week 48,Rail,Number,1061537
Passenger Journeys,2024 Week 49,Dublin Metro Bus,Number,3658274
Passenger Journeys,2024 Week 49,"Bus, excluding Dublin Metro",Number,968927
Passenger Journeys,2024 Week 49,Rail,Number,1035893
Passenger Journeys,2024 Week 50,Dublin Metro Bus,Number,3770647
Passenger Journeys,2024 Week 50,"Bus, excluding Dublin Metro",Number,1016649
Passenger Journeys,2024 Week 50,Rail,Number,1060455
Passenger Journeys,2024 Week 51,Dublin Metro Bus,Number,3659776
Passenger Journeys,2024 Week 51,"Bus, excluding Dublin Metro",Number,999340
Passenger Journeys,2024 Week 51,Rail,Number,993466
Passenger Journeys,2024 Week 52,Dublin Metro Bus,Number,1980749
Passenger Journeys,2024 Week 52,"Bus, excluding Dublin Metro",Number,531118
Passenger Journeys,2024 Week 52,Rail,Number,412344
Passenger Journeys,2025 Week 01,Dublin Metro Bus,Number,2247403
Passenger Journeys,2025 Week 01,"Bus, excluding Dublin Metro",Number,584677
Passenger Journeys,2025 Week 01,Rail,Number,494715
Passenger Journeys,2025 Week 02,Dublin Metro Bus,Number,2977702
Passenger Journeys,2025 Week 02,"Bus, excluding Dublin Metro",Number,720340
Passenger Journeys,2025 Week 02,Rail,Number,737868
Passenger Journeys,2025 Week 03,Dublin Metro Bus,Number,3325123
Passenger Journeys,2025 Week 03,"Bus, excluding Dublin Metro",Number,912576
Passenger Journeys,2025 Week 03,Rail,Number,920086
Passenger Journeys,2025 Week 04,Dublin Metro Bus,Number,2962432
Passenger Journeys,2025 Week 04,"Bus, excluding Dublin Metro",Number,796064
Passenger Journeys,2025 Week 04,Rail,Number,741270
Passenger Journeys,2025 Week 05,Dublin Metro Bus,Number,3481997
Passenger Journeys,2025 Week 05,"Bus, excluding Dublin Metro",Number,962300
Passenger Journeys,2025 Week 05,Rail,Number,989932
Passenger Journeys,2025 Week 06,Dublin Metro Bus,Number,3238863
Passenger Journeys,2025 Week 06,"Bus, excluding Dublin Metro",Number,895428
Passenger Journeys,2025 Week 06,Rail,Number,920443
Passenger Journeys,2025 Week 07,Dublin Metro Bus,Number,3571351
Passenger Journeys,2025 Week 07,"Bus, excluding Dublin Metro",Number,971523
Passenger Journeys,2025 Week 07,Rail,Number,947662
Passenger Journeys,2025 Week 08,Dublin Metro Bus,Number,3540977
Passenger Journeys,2025 Week 08,"Bus, excluding Dublin Metro",Number,921586
Passenger Journeys,2025 Week 08,Rail,Number,991006
Passenger Journeys,2025 Week 09,Dublin Metro Bus,Number,3715885
Passenger Journeys,2025 Week 09,"Bus, excluding Dublin Metro",Number,996474
Passenger Journeys,2025 Week 09,Rail,Number,1035480
Passenger Journeys,2025 Week 10,Dublin Metro Bus,Number,3768906
Passenger Journeys,2025 Week 10,"Bus, excluding Dublin Metro",Number,1006537
Passenger Journeys,2025 Week 10,Rail,Number,1091076
Passenger Journeys,2025 Week 11,Dublin Metro Bus,Number,3754821
Passenger Journeys,2025 Week 11,"Bus, excluding Dublin Metro",Number,1041321
Passenger Journeys,2025 Week 11,Rail,Number,1057447
Passenger Journeys,2025 Week 12,Dublin Metro Bus,Number,3389409
Passenger Journeys,2025 Week 12,"Bus, excluding Dublin Metro",Number,924952
Passenger Journeys,2025 Week 12,Rail,Number,964709
Passenger Journeys,2025 Week 13,Dublin Metro Bus,Number,3813411
Passenger Journeys,2025 Week 13,"Bus, excluding Dublin Metro",Number,1019535
Passenger Journeys,2025 Week 13,Rail,Number,1068813
Passenger Journeys,2025 Week 14,Dublin Metro Bus,Number,3834102
Passenger Journeys,2025 Week 14,"Bus, excluding Dublin Metro",Number,1040706
Passenger Journeys,2025 Week 14,Rail,Number,1141397
Passenger Journeys,2025 Week 15,Dublin Metro Bus,Number,3681556
Passenger Journeys,2025 Week 15,"Bus, excluding Dublin Metro",Number,1027000
Passenger Journeys,2025 Week 15,Rail,Number,1089482
Passenger Journeys,2025 Week 16,Dublin Metro Bus,Number,3163107
Passenger Journeys,2025 Week 16,"Bus, excluding Dublin Metro",Number,865958
Passenger Journeys,2025 Week 16,Rail,Number,841834
Passenger Journeys,2025 Week 17,Dublin Metro Bus,Number,3071394
Passenger Journeys,2025 Week 17,"Bus, excluding Dublin Metro",Number,841697
Passenger Journeys,2025 Week 17,Rail,Number,879256
Passenger Journeys,2025 Week 18,Dublin Metro Bus,Number,3584621
Passenger Journeys,2025 Week 18,"Bus, excluding Dublin Metro",Number,1027017
Passenger Journeys,2025 Week 18,Rail,Number,924926
Passenger Journeys,2025 Week 19,Dublin Metro Bus,Number,3283855
Passenger Journeys,2025 Week 19,"Bus, excluding Dublin Metro",Number,934328
Passenger Journeys,2025 Week 19,Rail,Number,894834
Passenger Journeys,2025 Week 20,Dublin Metro Bus,Number,3499256
Passenger Journeys,2025 Week 20,"Bus, excluding Dublin Metro",Number,990602
Passenger Journeys,2025 Week 20,Rail,Number,767938
Passenger Journeys,2025 Week 21,Dublin Metro Bus,Number,3403361
Passenger Journeys,2025 Week 21,"Bus, excluding Dublin Metro",Number,921203
Passenger Journeys,2025 Week 21,Rail,Number,736592
Passenger Journeys,2025 Week 22,Dublin Metro Bus,Number,3451510
Passenger Journeys,2025 Week 22,"Bus, excluding Dublin Metro",Number,902296
Passenger Journeys,2025 Week 22,Rail,Number,811810
Passenger Journeys,2025 Week 23,Dublin Metro Bus,Number,3107451
Passenger Journeys,2025 Week 23,"Bus, excluding Dublin Metro",Number,826702
Passenger Journeys,2025 Week 23,Rail,Number,812394
Passenger Journeys,2025 Week 24,Dublin Metro Bus,Number,3243462
Passenger Journeys,2025 Week 24,"Bus, excluding Dublin Metro",Number,884106
Passenger Journeys,2025 Week 24,Rail,Number,714534
Passenger Journeys,2025 Week 25,Dublin Metro Bus,Number,3389319
Passenger Journeys,2025 Week 25,"Bus, excluding Dublin Metro",Number,960579
Passenger Journeys,2025 Week 25,Rail,Number,871252
Passenger Journeys,2025 Week 26,Dublin Metro Bus,Number,3371393
Passenger Journeys,2025 Week 26,"Bus, excluding Dublin Metro",Number,930106
Passenger Journeys,2025 Week 26,Rail,Number,821874
Passenger Journeys,2025 Week 27,Dublin Metro Bus,Number,3322063
Passenger Journeys,2025 Week 27,"Bus, excluding Dublin Metro",Number,924657
Passenger Journeys,2025 Week 27,Rail,Number,817204
Passenger Journeys,2025 Week 28,Dublin Metro Bus,Number,3346121
Passenger Journeys,2025 Week 28,"Bus, excluding Dublin Metro",Number,973584
Passenger Journeys,2025 Week 28,Rail,Number,851427
Passenger Journeys,2025 Week 29,Dublin Metro Bus,Number,3217927
Passenger Journeys,2025 Week 29,"Bus, excluding Dublin Metro",Number,910978
Passenger Journeys,2025 Week 29,Rail,Number,830168
Passenger Journeys,2025 Week 30,Dublin Metro Bus,Number,3201181
Passenger Journeys,2025 Week 30,"Bus, excluding Dublin Metro",Number,931745
Passenger Journeys,2025 Week 30,Rail,Number,850472
Passenger Journeys,2025 Week 31,Dublin Metro Bus,Number,3173673
Passenger Journeys,2025 Week 31,"Bus, excluding Dublin Metro",Number,675611
Passenger Journeys,2025 Week 31,Rail,Number,829900
Passenger Journeys,2025 Week 32,Dublin Metro Bus,Number,2994306
Passenger Journeys,2025 Week 32,"Bus, excluding Dublin Metro",Number,857508
Passenger Journeys,2025 Week 32,Rail,Number,909942
Passenger Journeys,2025 Week 33,Dublin Metro Bus,Number,3231267
Passenger Journeys,2025 Week 33,"Bus, excluding Dublin Metro",Number,948930
Passenger Journeys,2025 Week 33,Rail,Number,931048
Passenger Journeys,2025 Week 34,Dublin Metro Bus,Number,3275554
Passenger Journeys,2025 Week 34,"Bus, excluding Dublin Metro",Number,947525
Passenger Journeys,2025 Week 34,Rail,Number,924712
Passenger Journeys,2025 Week 35,Dublin Metro Bus,Number,3349756
Passenger Journeys,2025 Week 35,"Bus, excluding Dublin Metro",Number,915769
Passenger Journeys,2025 Week 35,Rail,Number,739652
Passenger Journeys,2025 Week 36,Dublin Metro Bus,Number,3488562
Passenger Journeys,2025 Week 36,"Bus, excluding Dublin Metro",Number,1130405
Passenger Journeys,2025 Week 36,Rail,Number,760368
Passenger Journeys,2025 Week 37,Dublin Metro Bus,Number,3651365
Passenger Journeys,2025 Week 37,"Bus, excluding Dublin Metro",Number,1041321
Passenger Journeys,2025 Week 37,Rail,Number,714450
Passenger Journeys,2025 Week 38,Dublin Metro Bus,Number,3780622
Passenger Journeys,2025 Week 38,"Bus, excluding Dublin Metro",Number,1104500
Passenger Journeys,2025 Week 38,Rail,Number,809830
Passenger Journeys,2025 Week 39,Dublin Metro Bus,Number,3782468
Passenger Journeys,2025 Week 39,"Bus, excluding Dublin Metro",Number,1126931
Passenger Journeys,2025 Week 39,Rail,Number,820922
Passenger Journeys,2025 Week 40,Dublin Metro Bus,Number,3642054
Passenger Journeys,2025 Week 40,"Bus, excluding Dublin Metro",Number,1039347
Passenger Journeys,2025 Week 40,Rail,Number,823432
Passenger Journeys,2025 Week 41,Dublin Metro Bus,Number,3809019
Passenger Journeys,2025 Week 41,"Bus, excluding Dublin Metro",Number,1116489
Passenger Journeys,2025 Week 41,Rail,Number,794734
Passenger Journeys,2025 Week 42,Dublin Metro Bus,Number,3737273
Passenger Journeys,2025 Week 42,"Bus, excluding Dublin Metro",Number,1089392
Passenger Journeys,2025 Week 42,Rail,Number,799956
Passenger Journeys,2025 Week 43,Dublin Metro Bus,Number,3631321
Passenger Journeys,2025 Week 43,"Bus, excluding Dublin Metro",Number,1105330
Passenger Journeys,2025 Week 43,Rail,Number,791436
Passenger Journeys,2025 Week 44,Dublin Metro Bus,Number,3207291
Passenger Journeys,2025 Week 44,"Bus, excluding Dublin Metro",Number,906162
Passenger Journeys,2025 Week 44,Rail,Number,751206
Passenger Journeys,2025 Week 45,Dublin Metro Bus,Number,3657695
Passenger Journeys,2025 Week 45,"Bus, excluding Dublin Metro",Number,1046515
Passenger Journeys,2025 Week 45,Rail,Number,845664
Passenger Journeys,2025 Week 46,Dublin Metro Bus,Number,3548508
Passenger Journeys,2025 Week 46,"Bus, excluding Dublin Metro",Number,1038511
Passenger Journeys,2025 Week 46,Rail,Number,801208
Passenger Journeys,2025 Week 47,Dublin Metro Bus,Number,3372060
Passenger Journeys,2025 Week 47,"Bus, excluding Dublin Metro",Number,1063723
Passenger Journeys,2025 Week 47,Rail,Number,814432
Passenger Journeys,2025 Week 48,Dublin Metro Bus,Number,3693422
Passenger Journeys,2025 Week 48,"Bus, excluding Dublin Metro",Number,1053169
Passenger Journeys,2025 Week 48,Rail,Number,845590
Passenger Journeys,2025 Week 49,Dublin Metro Bus,Number,3563075
Passenger Journeys,2025 Week 49,"Bus, excluding Dublin Metro",Number,1012494
Passenger Journeys,2025 Week 49,Rail,Number,887104
Passenger Journeys,2025 Week 50,Dublin Metro Bus,Number,3663181
Passenger Journeys,2025 Week 50,"Bus, excluding Dublin Metro",Number,909209
Passenger Journeys,2025 Week 50,Rail,Number,859938
Passenger Journeys,2025 Week 51,Dublin Metro Bus,Number,3615352
Passenger Journeys,2025 Week 51,"Bus, excluding Dublin Metro",Number,1036397
Passenger Journeys,2025 Week 51,Rail,Number,861680
Passenger Journeys,2025 Week 52,Dublin Metro Bus,Number,2054641
Passenger Journeys,2025 Week 52,"Bus, excluding Dublin Metro",Number,1286613
Passenger Journeys,2025 Week 52,Rail,Number,604294
