Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2016 June,All Vehicles,Petrol and electric hybrid,Number,62
New Vehicles Licensed for the First Time,2016 June,All Vehicles,Electric,Number,11
New Vehicles Licensed for the First Time,2016 June,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,7
New Vehicles Licensed for the First Time,2016 June,All Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Private Cars,All fuel types,Number,4143
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Petrol,Number,1169
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Diesel,Number,2899
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Petrol and electric hybrid,Number,60
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Electric,Number,8
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,7
New Vehicles Licensed for the First Time,2016 June,New Private Cars,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,All fuel types,Number,2036
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Diesel,Number,2032
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Electric,Number,3
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Goods Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Tractors,All fuel types,Number,207
New Vehicles Licensed for the First Time,2016 June,New Tractors,Petrol,Number,1
New Vehicles Licensed for the First Time,2016 June,New Tractors,Diesel,Number,206
New Vehicles Licensed for the First Time,2016 June,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2016 June,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,All fuel types,Number,156
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Petrol,Number,156
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,All fuel types,Number,333
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Petrol,Number,50
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Diesel,Number,281
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Petrol and electric hybrid,Number,2
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Exempt Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,All fuel types,Number,86
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Diesel,Number,84
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,All fuel types,Number,32
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Diesel,Number,30
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,All fuel types,Number,54
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Diesel,Number,54
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Large Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2016 June,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,All fuel types,Number,39
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Diesel,Number,39
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,All fuel types,Number,18
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Diesel,Number,17
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2016 June,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2016 July,All Vehicles,All fuel types,Number,26480
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Petrol,Number,6842
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Diesel,Number,19051
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Petrol and electric hybrid,Number,499
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Electric,Number,38
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,49
New Vehicles Licensed for the First Time,2016 July,All Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2016 July,New Private Cars,All fuel types,Number,22462
New Vehicles Licensed for the First Time,2016 July,New Private Cars,Petrol,Number,6456
