Statistic Label,Month,Type of Vehicle Registration,Type of Fuel,UNIT,VALUE
New Vehicles Licensed for the First Time,2021 September,All Vehicles,All fuel types,Number,10529
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Petrol,Number,2393
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Diesel,Number,5432
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Other fuel types,Number,17
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Petrol and electric hybrid,Number,985
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Electric,Number,951
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,539
New Vehicles Licensed for the First Time,2021 September,All Vehicles,Diesel and electric hybrid,Number,212
New Vehicles Licensed for the First Time,2021 September,New Private Cars,All fuel types,Number,6354
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Petrol,Number,2056
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Diesel,Number,1871
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Other fuel types,Number,17
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Petrol and electric hybrid,Number,897
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Electric,Number,876
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,511
New Vehicles Licensed for the First Time,2021 September,New Private Cars,Diesel and electric hybrid,Number,126
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,All fuel types,Number,3109
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Petrol,Number,8
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Diesel,Number,3033
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Electric,Number,50
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Goods Vehicles,Diesel and electric hybrid,Number,17
New Vehicles Licensed for the First Time,2021 September,New Tractors,All fuel types,Number,193
New Vehicles Licensed for the First Time,2021 September,New Tractors,Petrol,Number,8
New Vehicles Licensed for the First Time,2021 September,New Tractors,Diesel,Number,185
New Vehicles Licensed for the First Time,2021 September,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 September,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,All fuel types,Number,240
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Petrol,Number,231
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Electric,Number,9
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,All fuel types,Number,448
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Petrol,Number,88
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Diesel,Number,202
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Petrol and electric hybrid,Number,84
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Electric,Number,8
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,28
New Vehicles Licensed for the First Time,2021 September,New Exempt Vehicles,Diesel and electric hybrid,Number,38
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,All fuel types,Number,71
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Diesel,Number,29
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Petrol and electric hybrid,Number,3
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Electric,Number,8
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Public Service Vehicles,Diesel and electric hybrid,Number,31
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,All fuel types,Number,15
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Diesel,Number,3
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Petrol and electric hybrid,Number,3
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Electric,Number,8
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Small Public Service Vehicles,Diesel and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,All fuel types,Number,56
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Diesel,Number,26
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Large Public Service Vehicles,Diesel and electric hybrid,Number,30
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 September,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,All fuel types,Number,59
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Diesel,Number,59
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,All fuel types,Number,55
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Diesel,Number,53
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 September,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,All Vehicles,All fuel types,Number,7239
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Petrol,Number,1461
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Diesel,Number,4058
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Other fuel types,Number,10
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Petrol and electric hybrid,Number,469
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Electric,Number,706
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,369
New Vehicles Licensed for the First Time,2021 October,All Vehicles,Diesel and electric hybrid,Number,166
New Vehicles Licensed for the First Time,2021 October,New Private Cars,All fuel types,Number,3882
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Petrol,Number,1197
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Diesel,Number,1197
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Other fuel types,Number,8
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Petrol and electric hybrid,Number,434
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Electric,Number,619
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,355
New Vehicles Licensed for the First Time,2021 October,New Private Cars,Diesel and electric hybrid,Number,72
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,All fuel types,Number,2550
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Petrol,Number,1
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Diesel,Number,2449
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Other fuel types,Number,2
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Electric,Number,72
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,1
New Vehicles Licensed for the First Time,2021 October,New Goods Vehicles,Diesel and electric hybrid,Number,24
New Vehicles Licensed for the First Time,2021 October,New Tractors,All fuel types,Number,163
New Vehicles Licensed for the First Time,2021 October,New Tractors,Petrol,Number,4
New Vehicles Licensed for the First Time,2021 October,New Tractors,Diesel,Number,159
New Vehicles Licensed for the First Time,2021 October,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 October,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,All fuel types,Number,192
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Petrol,Number,186
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Electric,Number,6
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,All fuel types,Number,295
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Petrol,Number,73
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Diesel,Number,157
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Petrol and electric hybrid,Number,33
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Electric,Number,8
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,13
New Vehicles Licensed for the First Time,2021 October,New Exempt Vehicles,Diesel and electric hybrid,Number,11
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,All fuel types,Number,80
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Diesel,Number,19
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Electric,Number,1
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Public Service Vehicles,Diesel and electric hybrid,Number,59
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,All fuel types,Number,4
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Diesel,Number,2
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Petrol and electric hybrid,Number,1
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Electric,Number,1
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Small Public Service Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,All fuel types,Number,76
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Diesel,Number,17
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Large Public Service Vehicles,Diesel and electric hybrid,Number,59
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Combine Harvestors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Petrol,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Diesel,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 October,New Excavators and Trench Diggers,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,All fuel types,Number,57
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Diesel,Number,57
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,New Machines or Contrivances,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,All fuel types,Number,20
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Diesel,Number,20
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Electric,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 October,Other Classes New Other Vehicles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,All Vehicles,All fuel types,Number,4437
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Petrol,Number,896
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Diesel,Number,2654
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Other fuel types,Number,13
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Petrol and electric hybrid,Number,298
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Electric,Number,341
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Petrol or Diesel plug-in hybrid electric,Number,152
New Vehicles Licensed for the First Time,2021 November,All Vehicles,Diesel and electric hybrid,Number,83
New Vehicles Licensed for the First Time,2021 November,New Private Cars,All fuel types,Number,2167
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Petrol,Number,750
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Diesel,Number,636
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Other fuel types,Number,13
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Petrol and electric hybrid,Number,278
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Electric,Number,325
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Petrol or Diesel plug-in hybrid electric,Number,141
New Vehicles Licensed for the First Time,2021 November,New Private Cars,Diesel and electric hybrid,Number,24
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,All fuel types,Number,1701
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Petrol,Number,2
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Diesel,Number,1669
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Electric,Number,8
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Petrol or Diesel plug-in hybrid electric,Number,2
New Vehicles Licensed for the First Time,2021 November,New Goods Vehicles,Diesel and electric hybrid,Number,20
New Vehicles Licensed for the First Time,2021 November,New Tractors,All fuel types,Number,131
New Vehicles Licensed for the First Time,2021 November,New Tractors,Petrol,Number,3
New Vehicles Licensed for the First Time,2021 November,New Tractors,Diesel,Number,128
New Vehicles Licensed for the First Time,2021 November,New Tractors,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Tractors,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Tractors,Electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Tractors,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Tractors,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 November,New Agriculture Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,All fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Petrol,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Diesel,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Other fuel types,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Petrol and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Electric,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Petrol or Diesel plug-in hybrid electric,Number,
New Vehicles Licensed for the First Time,2021 November,New General Haulage Tractors,Diesel and electric hybrid,Number,
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,All fuel types,Number,124
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Petrol,Number,118
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Diesel,Number,0
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Electric,Number,6
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Petrol or Diesel plug-in hybrid electric,Number,0
New Vehicles Licensed for the First Time,2021 November,New Motor Cycles,Diesel and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,All fuel types,Number,161
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Petrol,Number,23
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Diesel,Number,104
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Petrol and electric hybrid,Number,20
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Electric,Number,2
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Petrol or Diesel plug-in hybrid electric,Number,9
New Vehicles Licensed for the First Time,2021 November,New Exempt Vehicles,Diesel and electric hybrid,Number,3
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,All fuel types,Number,64
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Petrol,Number,0
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Diesel,Number,28
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Other fuel types,Number,0
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Petrol and electric hybrid,Number,0
New Vehicles Licensed for the First Time,2021 November,New Public Service Vehicles,Electric,Number,0
